Name	Intensity 01_IKA_0h_batch5	Intensity 02_IKA_0h_batch6	Intensity 03_IKA_0h_batch7	Intensity 04_IKA_2h_batch1	Intensity 05_IKA_2h_batch3	Intensity 06_IKA_2h_batch4	Intensity 07_IKA_6h_batch1	Intensity 08_IKA_6h_batch3	Intensity 09_IKA_6h_batch4	Intensity 10_IKA_12h_batch1	Intensity 11_IKA_12h_batch3	Intensity 12_IKA_12h_batch4	Intensity 13_IKA_18h_batch1	Intensity 14_IKA_18h_batch3	Intensity 15_IKA_18h_batch4	Intensity 16_IKA_24h_batch1	Intensity 17_IKA_24h_batch3	Intensity 18_IKA_24h_batch4
Dhx9	28.9686762	28.51788296	26.56929473	26.78331761	29.31516487	28.97062469	29.65133385	29.82241042	27.56209053	27.61925918	28.04333023	27.61322866	26.97760118	28.24757851	28.00822386	27.87232262	27.85810178	25.5716978
Dkc1	27.00474613	26.33682919	23.86891296	24.66139321	26.91410588	26.89017928	27.27755034	27.63353341	25.26781625	24.09111703	25.40895448	25.10733267	24.49692203	25.43539431	25.12778215	25.41364239	25.52781797	22.6019104
Dlat	26.60851293	26.35422207	22.31149445	24.36024698	26.39661249	25.50191006	26.52901035	26.96179428	24.15352296	24.117118	24.81743574	24.65387064	22.31149445	22.90694196	24.09916735	24.97465055	25.00500323	22.31149445
Dld	27.20265804	27.38104741	25.49743988	25.74965219	28.32289809	28.67942587	27.91775193	27.96074535	26.44573818	26.50639669	26.30230828	26.72987835	28.08684219	28.73718348	27.53177884	26.48890207	26.58175869	24.09788232
Dlst	25.46892677	24.79173682	17.66719472	19.53103872	26.1029956	26.18827734	25.97107987	26.38980291	24.38086581	25.01720567	25.306608	25.13355522	23.4683675	24.1027754	23.01413492	24.48775271	24.54833794	22.06995711
Dnaja1	23.53207621	23.63787809	19.4157789	21.98015353	26.22129239	26.085151	26.36190403	26.71594168	23.53990472	24.11854445	24.52360694	24.52474304	23.08037255	22.69319426	22.21685241	22.78684073	23.23009493	21.14064757
Dnaja2	26.19144362	25.81377141	22.39181311	24.66427192	25.06931799	23.59331817	25.30431177	24.74627279	22.42347296	21.18022484	23.71785127	22.33568148	25.05498646	25.80097117	26.3491342	22.917324	22.90481247	20.63076481
Dnaja3	20.6626649	21.15961762	18.46315714	18.62456702	22.41622232	22.27044933	21.06414541	21.07815863	22.83943986	21.44389661	20.86468793	20.5863707	18.46315714	18.46315714	18.46315714	20.12174091	19.97112813	18.46315714
Dnajc7	23.48848841	23.69625442	20.917069	21.28325343	23.29838034	22.54092168	24.03489835	24.17401864	21.15511469	18.80410581	20.60909936	20.77876376	22.0381514	24.72717969	24.27561587	21.02492592	20.94842142	18.80410581
Dnajc8	24.2043383	25.38518491	15.11138023	21.07489668	23.78925104	24.3280021	21.57994197	22.20430845	22.01576893	15.11138023	20.46582943	21.07457008	15.11138023	15.11138023	15.11138023	19.99838108	20.03898863	16.19911635
Dnajc9	25.38376862	24.54421595	20.73694358	23.24540937	25.9281155	25.43790392	26.55697058	26.70556489	24.67750502	24.1788885	24.47531189	24.43332616	20.73694358	25.56917882	25.17976182	24.4481511	24.63234118	22.15143406
Dnm1l	22.69979525	18.97505307	18.97505307	19.30360686	24.53807002	24.08090924	24.52802671	24.80690632	22.6497	18.97505307	23.01215802	20.7960618	21.67197809	18.97505307	18.97505307	22.15208427	22.45648477	19.75552984
Dnmt1	28.35220255	28.20396508	24.79173682	25.32543091	28.76151324	28.34299482	28.96708251	29.52451141	26.91649964	26.62338187	27.28347953	26.98250553	26.62561298	27.65040964	27.59227761	26.48097591	26.63353341	24.28566805
Dnmt3a	17.2814773	17.2814773	20.56355753	20.07169279	18.97166142	22.69553247	23.63975581	23.02815091	19.18282108	19.61221699	18.97810154	18.46447396	24.24212682	22.56164781	17.2814773	20.39236355	21.67482501	17.2814773
Dnttip2	24.47661025	23.42239538	19.21375925	19.75637715	24.70202765	24.39309713	22.72542285	24.30145377	21.31909655	20.46672573	19.21375925	19.21375925	21.83225186	19.21375925	21.25793334	21.20538281	22.29151135	19.21375925
Dock2	23.72035867	24.34942108	21.04566902	22.286895	23.37530782	22.7868806	23.34353708	23.32292387	21.12230984	21.71598879	22.16124877	21.62996487	25.28337355	24.92429169	24.24307168	21.64279914	21.79784356	19.38984557
Dock8	21.0669721	21.54594862	22.02523015	20.38194845	19.85163315	19.85163315	22.28492009	22.46296251	20.86710375	19.85163315	25.04651855	20.68602854	25.05308137	23.92569568	23.93984031	19.85163315	20.68756705	19.85163315
Dpp4	28.02591022	27.51111079	24.97346861	25.21452724	27.72650423	27.65232585	27.95254851	28.31012354	26.00303093	25.90407743	26.46597262	25.32440115	25.53445298	26.04109629	26.17173022	26.61848924	26.59619362	24.26792338
Dpysl2	25.68346071	25.53356215	22.70630293	21.58623324	25.36202112	26.81066165	26.76243233	27.28991208	25.16652966	23.77856326	24.04117987	23.92976407	25.02297222	24.31458158	21.22334892	23.84632442	24.42956407	21.22334892
Drg1	22.75625497	22.80441702	19.30429784	20.87605224	24.45418933	23.55062937	24.60280532	24.67718239	21.62207506	21.69234306	21.47541086	19.30429784	19.30429784	22.70121338	23.32855003	21.21697079	21.39754303	19.40332831
Dstn	25.46235723	25.43377185	24.14219121	24.19159423	24.00204377	24.71282336	25.19824269	25.64220972	23.5721895	23.56651027	23.54545378	23.39976086	25.63267399	25.85314772	24.89827588	22.93973272	23.20114038	20.95858103
Dync1h1	25.57735668	27.06435103	21.91717829	23.07548437	26.3357905	26.54229816	26.4180577	26.78706001	25.23469174	23.40119411	24.26956503	24.01954051	24.88613714	21.91717829	24.54321311	24.31014955	24.40366637	21.91717829
Dynll1	25.56648124	22.16386093	26.6191892	21.75686575	24.46413489	22.73312045	23.23886593	25.00603119	22.29431897	23.43084045	24.47667205	23.01142451	25.36793032	26.46586367	26.17962896	20.65298498	22.14581774	20.41110958
Ebf1;Ebf3	21.50533086	17.47326181	17.47326181	21.01787679	22.89495021	22.99419113	23.6907244	22.72856079	21.5711712	20.91590271	21.16778563	21.4118854	17.47326181	21.85163315	17.47326181	19.81782995	19.81144682	17.47326181
Ebna1bp2	24.07773499	23.52288894	20.15016377	21.10903993	25.48133014	24.72343472	25.26445549	26.01194909	23.81274372	23.18001232	23.22118175	22.88390214	20.15016377	20.15016377	20.15016377	23.29963845	23.30855346	20.15016377
Ebp	25.45409518	24.35339777	20.42859326	22.3540707	24.22736505	24.80838016	24.13249659	25.03540188	23.40509575	22.87154733	23.16821425	22.13078546	20.42859326	20.42859326	20.42859326	23.36572972	22.89422864	20.42859326
Echs1	26.4417868	26.06356954	22.32986421	22.28951462	26.68123691	26.68912526	27.1946969	27.56819319	25.37278643	23.75450262	24.88613714	24.22626283	22.6586177	23.29796073	22.296141	24.78341753	25.21785833	22.30724751
Ecm29	21.41992933	23.14758878	20.6907244	22.22878934	26.44442752	25.47830872	26.0012063	26.56070658	24.30326682	24.46842965	23.13600669	23.67130868	24.00966599	23.94127404	22.39936973	23.88380894	24.07488035	20.97077717
Edc4	16.63438566	16.63438566	16.63438566	16.63438566	24.51653107	25.16365367	23.1695758	23.93237986	23.36826346	21.65508345	19.28134146	21.31235342	23.74693906	24.25580313	22.94863529	23.00749476	23.05225228	20.45402613
Eef1a1	32.58846263	32.37691973	29.79697708	30.40831477	32.44638123	32.62446735	33.73155841	33.82704918	32.04469212	31.23962313	31.9564312	31.49933455	31.83793309	31.70610857	31.45532653	31.07724602	31.19606981	28.76556549
Eef1b	27.78350496	28.28016395	25.96862127	25.35282554	28.02696559	27.81194799	28.79615713	28.95457436	26.42210661	26.41092849	26.44276775	26.83207315	25.28852226	25.69590942	24.8893439	24.52145188	24.9655201	22.57733939
Eef1d	28.37749387	28.79924886	26.83496843	26.8321939	28.4675826	29.44697274	29.62963074	29.77641554	28.14894471	26.96906061	27.85501491	27.85744934	28.17197831	28.110333	27.89585167	26.61554568	26.83508894	24.32957683
Eef1g	28.75005488	28.77240942	24.95446897	26.31870705	29.6130354	29.98793533	30.66949189	30.94656539	28.83397383	27.63311763	29.13087283	28.67468629	26.37432964	28.43634784	27.58913712	27.25601917	27.32491612	25.13985171
Eef2	31.15544961	30.95511503	29.16045939	29.15812527	31.30791105	31.58607035	32.34427072	32.57346226	30.43151409	29.57493777	30.40760591	30.40415788	30.19190009	30.26438837	30.02828372	29.06303973	29.32761671	26.74868014
Eftud2	27.03244112	27.17407581	24.63914858	24.2907383	27.56449108	27.27043863	27.90092631	28.34413842	26.08679159	25.08841009	25.63585958	25.22221414	26.4992357	26.06233474	25.40503081	25.72707579	25.70279391	23.1154679
Eif1ax;Eif1a	26.95182629	26.84026141	21.23175088	24.46519421	26.59505552	26.60992222	26.7948876	27.74490085	25.48336141	23.89383995	25.49890105	23.78006632	25.63912097	25.22195611	26.65621884	23.79401996	24.39982604	21.90987404
Eif2a	26.13836806	25.34567027	23.69710332	23.37358313	25.29175724	24.74406679	25.31544563	25.04934671	23.54639618	23.0953893	23.07765351	22.50876776	26.28061532	26.51656113	25.9164313	22.61582627	22.6841245	20.37315828
Eif2s1	27.86325163	28.24458762	25.26770911	25.3228895	27.47792288	27.51261847	27.73389105	27.99517936	26.0001319	25.73233907	26.05806656	26.07889562	26.77417034	27.92880451	27.33960104	24.70961941	25.12927673	22.84630529
Eif2s2	27.2640975	26.40681562	22.55796098	25.46376083	26.19038897	24.68383547	26.41675385	26.57336023	22.61649949	23.57056914	24.88203698	25.24078114	25.38673137	26.33232849	26.39398086	23.2756869	24.12336807	21.73380315
Eif2s3x	27.4291011	27.24272652	22.94670927	23.59707504	25.27067031	25.51316085	25.40086849	26.18372306	24.42579215	24.25975878	24.49075444	24.77871363	26.85709334	26.15566674	25.02686009	23.00963183	23.20904754	20.97973499
Eif3a	26.83424516	27.07673651	23.03163794	24.15614914	28.12686695	28.19380439	28.83053266	28.86744079	26.66166503	24.96609244	26.93089215	25.78558916	24.80050222	28.38372743	23.21182711	24.99144296	25.25598317	23.03163794
Eif3b	25.85155214	25.83643798	23.41015215	23.39950012	27.03611491	26.57032304	27.10249509	27.84499657	25.33227726	25.74404112	25.03363875	25.83805034	26.09960882	25.64069375	25.50660855	24.65206594	24.73598358	22.12688467
Eif3c	25.7170145	25.88241021	25.66995812	23.02566949	26.86017577	27.01222623	27.59469967	27.89821821	25.65630069	24.86273156	25.63317307	24.83557089	25.03132664	25.26656581	25.01703572	24.09804301	24.37052672	21.57093967
Eif3d	25.15487527	24.54574835	21.28308383	21.64803276	26.83557089	26.85531201	27.59006571	27.75423499	25.22523333	24.08488752	24.32457283	24.52306848	21.28308383	21.28308383	21.28308383	23.9053635	24.24401593	21.28308383
Eif3e	25.91554262	26.78369229	20.62978705	23.65512713	26.54848493	26.2024899	27.25754855	27.29946377	25.27009995	23.65250365	25.18865464	24.49655637	24.59679077	23.02215105	20.91954423	23.7838671	23.93876407	21.37071295
Eif3f	22.59532305	22.53796342	22.75584764	22.72156902	26.64622623	27.00603119	27.92846569	28.26575245	25.82143145	24.77409492	25.74699029	25.15769171	21.5522019	21.5522019	24.52975509	24.00932428	24.20769297	21.5522019
Eif3g	26.40529055	26.39527276	24.92361185	23.85233824	25.06870318	21.84964944	26.60158741	26.64979318	24.79233277	22.10951824	23.18651024	24.20015267	26.7518752	26.50833255	25.63594259	22.00350281	22.63975581	19.87654692
Eif3h	25.58543113	25.389327	22.13081688	24.29572074	26.4176876	26.64223727	27.16057961	27.10229485	25.52978488	21.69557495	25.29519524	23.87455217	25.39244216	24.70867262	24.19542928	23.72077614	24.30716411	21.27702172
Eif3i	25.92429169	25.77092355	22.1745978	24.42136837	27.07541092	27.44197672	26.99658072	27.52962107	26.1796859	24.30103505	25.75834584	24.56639414	24.97766669	25.83207315	25.57784645	25.63356112	25.53872131	21.52018128
Eif3j1;Eif3j2	25.37162379	25.42678403	23.04091241	22.27602783	22.06880976	24.10445607	24.19565456	24.13320243	23.88678836	16.88631579	16.88631579	22.04546906	16.88631579	21.47347984	20.70666126	20.61629756	21.96052663	16.88631579
Eif3l	26.55508431	26.63699361	22.4934812	23.57242083	26.81078421	25.90347993	27.43761824	28.08608292	24.47642484	25.21837581	24.89869105	24.81962988	26.47577573	25.62014061	25.37560611	23.78236799	23.88529942	21.46727319
Eif3m	25.05622756	26.37727872	20.06118131	20.56504628	21.28432709	20.98842951	24.70688254	25.13680467	23.60342804	20.06118131	21.86332726	20.97652217	20.59021422	20.43124866	20.06118131	20.75686575	20.29670116	20.06118131
Eif4a1	29.48742306	28.77029978	24.96987305	26.63657882	30.34212592	30.24558527	31.40207493	31.49457412	29.59665572	28.08613355	29.26660156	28.97306346	27.38993417	27.73343857	27.28118154	28.27253133	28.45853722	25.97524116
Eif4a3	28.07643071	28.0319681	25.81271925	25.57152421	28.68351425	28.370402	28.83731658	29.29839345	26.89746826	25.99642987	26.55030644	26.29024614	27.89232352	27.52507174	26.78743372	26.14035892	26.19356942	23.68997836
Eif4b	24.91040485	24.8799358	22.0366767	23.2756869	25.92603515	26.23290014	25.65878111	26.24514095	24.4146104	23.13908665	23.35581886	22.6243082	25.00019639	24.86820651	24.4458171	23.31118953	23.26956503	20.47595504
Eif4g1	26.85186187	26.62839703	19.48382758	23.01473087	26.27075941	25.27291393	26.9794559	27.29963845	24.92687217	23.65501791	25.03904722	24.85367125	24.87581796	25.33544978	25.42056551	23.54356713	23.99014483	20.57588635
Eif4g2	24.25594716	23.52456371	21.65534554	22.26490643	21.96017308	23.47555929	24.7433992	25.07565574	22.88375301	21.93901526	22.64836197	22.44849142	23.58714938	24.780567	24.01597305	21.6857292	22.18058908	19.60667991
Eif4h	19.58779949	23.37159055	19.58779949	22.232483	25.75552169	26.51212111	25.54795568	26.55039452	20.89585629	20.79812053	22.58162079	19.58779949	20.12742008	19.58779949	22.12351016	22.05972997	21.79610141	20.74648808
Eif5	24.21630478	25.28022591	18.37568432	21.15900161	24.30138399	24.82337657	25.21589762	25.95393638	23.22172753	21.48438827	23.57323019	21.98749302	23.12680591	21.05390998	18.37568432	20.53488038	20.79709153	18.37568432
Eif5a	29.46715501	29.14372446	26.04930516	27.55851869	28.79550702	28.53270792	28.39811412	29.51058274	26.99614968	27.41215684	27.93517081	27.87472804	28.56474545	28.88556126	27.98478854	26.76976401	26.9383154	24.81685007
Eif5b	25.42152889	23.87164133	20.8307442	19.81931218	24.80656221	23.34340153	24.22898012	25.43482188	22.72550606	20.56113502	20.9199806	20.4211115	23.34299482	24.98806539	23.41660891	21.246729	18.92619174	19.69055391
Eif6	25.87656753	26.20232175	19.87150221	22.8612649	26.13433889	26.21547183	27.10209457	27.52118227	24.51941358	24.5567806	25.09305321	25.39070506	22.7612355	23.93687872	23.52205083	24.79783367	25.06849818	22.80599178
Elavl1	27.79432989	27.66410913	23.63322851	25.95821373	28.54336801	28.90472061	28.40299993	28.94659327	26.6919226	26.52493728	27.13124091	26.21571251	25.10025071	25.7401853	24.36319153	26.54660225	26.90873399	24.33626737
Elmo1	23.10953418	23.70746193	23.93048614	21.73879983	24.82871217	24.55660522	25.46799453	25.92025326	22.99745103	23.05877261	24.12305226	23.14458917	23.14455805	24.52444415	20.73156764	22.69387486	22.80762378	20.73156764
Emc2	23.83412457	23.6407489	21.63435907	21.98200061	23.31644727	23.36252284	22.80646388	21.76753305	20.53364532	21.9252067	19.00231509	20.73413405	23.26842321	24.66106696	23.69104402	21.62283472	20.62818563	19.00231509
Emd	24.37311845	23.10053145	22.28441182	19.66582513	26.35843712	26.61610682	25.94681634	26.06710344	23.69136357	22.89054113	21.76324317	20.44425057	24.29431897	25.28146457	24.61087976	24.11489628	24.27575794	21.49745815
Endod1	22.64123417	22.85351897	17.05282274	17.05282274	23.82900263	25.21922555	24.10709317	24.15530001	23.35056803	22.38142043	23.02664906	22.66986083	17.05282274	17.05282274	23.4603899	20.85847888	20.41802553	17.05282274
Eno1	32.07233445	32.29032964	30.84370943	30.31915514	32.17649724	32.60794442	32.83126535	33.09994297	31.5998331	30.39539943	31.17349215	31.38149099	31.70281042	31.44109618	30.84340992	30.21835733	30.52915561	28.18532153
Eprs	28.35581886	28.03485638	25.42255579	26.19055852	27.95864519	28.24644633	28.50320746	28.93592951	27.04780855	25.6990115	26.89654472	26.89931359	27.78263045	27.62456758	27.19403931	25.48885611	25.59650645	23.23211698
Erap1	23.81352679	24.46376083	20.76011892	21.4436943	24.97311821	25.48243846	25.22541722	25.52781797	21.91739685	23.69572361	22.92665505	24.01894654	20.76011892	23.89143144	24.30291833	23.50336671	23.55964222	21.23403386
Erh	27.34553492	27.26588655	26.30410284	25.23030019	28.45379698	29.0429651	28.54119058	29.49075444	27.64972467	26.80845382	27.36644695	27.25358683	27.99129157	27.34036533	27.14666469	27.08131569	27.094262	24.8692896
Ero1l	22.4742476	23.74190884	18.06686702	20.96824772	22.22699774	23.2688515	22.59220061	22.91437053	19.63477561	19.76855912	21.07267433	18.06686702	18.06686702	22.1339236	20.31185473	20.82531907	20.83953598	18.06686702
Erp29	20.5027114	20.73297559	19.48355208	19.48355208	25.18476368	25.13520043	26.18516081	25.74386141	23.89809132	23.20148442	23.9179795	24.11298921	19.48355208	19.48355208	19.48355208	22.36490196	23.08209575	20.96500919
Erp44	24.19437754	22.35051408	19.72310762	22.87563988	23.92116175	23.86145423	24.03523405	24.15630347	21.44177098	22.98097281	22.26893714	22.97596269	23.65578226	23.55800771	24.0740637	22.74622153	23.01653424	20.52046906
Esd	26.00975141	26.60441817	19.75339305	22.66079502	25.34333375	25.34739483	25.81171531	25.96732443	25.43265735	24.54220958	23.61862926	24.69975289	20.67779533	24.080584	21.9226686	23.95916499	24.21393424	21.74254629
Esr1	21.46188906	22.70796738	17.63381829	24.75062358	24.13735205	23.3754404	26.75875247	26.71371499	22.04556904	23.29235421	22.69408748	17.63381829	17.63381829	17.63381829	17.63381829	24.7231222	24.30445104	23.3738486
Esyt1	27.93213201	27.7153526	23.64570416	24.98802204	29.06663652	29.14321356	29.45532653	29.65468339	27.29920173	26.77064635	27.20321834	26.88832223	24.81147034	26.906442	26.15479803	27.5089974	27.27559811	25.17268417
Etf1	24.81440723	25.81914258	19.80372753	24.03380676	25.3595099	25.31420124	26.80513572	26.47136327	24.38955677	23.91843454	23.4732073	24.3917869	24.4429101	23.55929213	24.82264746	22.78314772	22.69960465	19.80372753
Etfa	27.96873112	27.2892965	26.45898302	26.55920459	27.83671485	27.80532026	28.53014221	28.76515445	26.53875091	26.07940438	26.226961	26.82055529	27.36210475	27.85560905	27.71292828	26.70846214	26.72858155	24.02132093
Etfb	27.66553294	27.64051448	23.98676422	24.49625159	27.61027433	27.67532587	27.47977397	27.79958855	26.28737773	25.94201275	25.55277063	24.88096343	26.2951602	26.91752432	26.82323078	26.28194205	26.31655085	23.65250365
Ewsr1	25.73910382	25.49057084	23.40639395	24.43968025	25.86150156	24.27170352	26.36894614	26.81860636	24.05050964	25.33196987	25.11513448	25.01073331	27.04291293	27.18688046	26.56398221	24.357632	24.20060172	22.5330987
Exosc6	24.40568008	21.58559159	20.09068103	20.27878065	18.21617746	20.03200805	18.67013755	20.09931185	19.52844648	16.38919438	16.38919438	20.47694393	22.16004867	24.00006742	23.56418578	17.05758988	16.38919438	16.38919438
Fabp5	26.00101297	25.81670362	22.26204092	24.40775581	26.09912721	25.49740942	26.39720027	27.11048235	24.1084498	24.09168202	25.45418933	22.39910891	26.24305352	25.24495955	23.97167195	22.29504806	22.00655345	21.02364066
FAM120A	19.40251664	22.78024659	22.63083146	20.30139795	17.58585745	17.58585745	21.84739538	21.94335043	17.58585745	17.58585745	19.8630701	19.16849584	25.49035661	25.16507321	24.2128217	18.03488492	18.98862367	17.58585745
Fam49b	16.30805456	17.9688805	16.30805456	19.60931583	24.9457453	25.01397312	25.68544048	26.09369802	23.43657024	22.2083332	23.33892132	23.34272361	21.12540338	21.8624951	22.17989087	22.96382814	23.22296584	20.6800298
Far1	24.00135665	24.38725745	19.76750881	20.43979437	24.85505057	24.73086314	23.84268488	25.08865271	19.76750881	23.6314533	22.18046768	22.9807811	19.76750881	19.76750881	19.76750881	21.91575686	21.9677202	20.20740999
Farsa	24.89988977	25.6846917	22.47419808	21.51243763	26.43001093	26.76357245	26.71174741	27.11227341	26.01901019	23.18284835	24.81733814	24.76870448	21.51243763	21.51243763	21.51243763	24.22228785	24.3431304	22.28861378
Farsb	24.45381268	24.45845117	21.07698517	23.07545173	25.17455209	24.86547163	26.652531	26.91056497	24.18903185	23.30145377	23.31561838	22.85606756	21.07698517	22.15863188	21.90061773	23.61627512	23.65948902	21.07698517
Fasn	28.38640248	28.20513108	23.56127489	25.42985135	28.3787758	28.38352145	29.63842716	29.83368738	27.54811741	25.98871554	27.11157715	26.84911967	25.92145689	26.62686647	26.8959672	25.90625848	25.93165873	23.46425956
Fau	26.29878236	21.74906904	26.41929608	24.1799516	26.30949051	27.23753909	26.69032478	27.45065437	25.98990671	22.59343216	25.76321784	25.33173075	23.8909678	24.35002841	24.57323019	24.27980099	24.65441708	22.3549316
Fbl	27.86088616	28.04009303	26.72260119	25.74522152	29.0589955	29.17590862	29.23180672	29.44827321	27.55435254	26.62324231	27.261051	26.42566411	27.44490139	27.83924041	27.21844972	27.08060433	26.67640241	24.62042031
Fdps	19.2904599	19.2904599	21.52764499	25.12738859	26.23222314	26.77052034	26.22101576	26.89481147	25.95940823	22.80341222	23.89993585	23.4373325	21.11965294	19.95503685	19.2904599	23.58806494	23.85880134	21.84018936
Fen1	24.88194366	25.26029734	22.07103806	22.82462007	25.13151569	25.5426524	26.1361984	26.76065701	23.8926362	23.08040508	24.48738472	23.81518939	22.51369098	23.30243031	22.5225777	23.54674942	23.89513517	21.66609395
Fermt3	26.29091403	26.64910791	23.02413122	23.90150184	27.21678582	27.73085019	27.17997058	27.42598418	25.12399948	25.5501009	25.08460372	25.16023336	24.43898267	25.07471706	24.6311202	24.29417872	24.15205331	22.60184241
Fh	27.38763544	27.02707109	23.13771164	24.81274372	28.03930874	27.72689396	27.06886715	27.55259476	26.5079093	25.59980118	25.59023707	25.06537866	23.58405506	25.22121863	25.63685536	26.28982416	26.30997615	23.33510899
Fis1	23.10059561	24.2801551	22.83559016	23.48848841	25.65370667	25.40230064	25.90198512	25.83949273	23.34935359	22.21995666	24.13375118	24.65250365	24.14794583	24.75567448	25.33022677	24.46731051	24.54722027	21.52090062
Fkbp1a	25.86881879	25.85918063	22.31301808	22.8508133	25.6270892	23.39204904	24.61256798	24.69280064	20.76918893	22.63151991	23.61706026	24.30820625	22.15866269	23.58279251	23.78775752	21.43328795	21.26562191	20.76918893
Fkbp3	24.74427215	25.04464392	23.68901859	22.4878263	26.34622844	24.41667333	26.57715496	26.47343958	21.08692923	23.2345748	24.32889238	23.88138361	25.8343175	25.53433423	25.47391949	22.87788771	23.26155322	21.12407839
Fkbp4	28.7112551	28.4184438	25.27579345	26.50725907	27.21549034	27.30251747	27.45614946	28.1169396	26.55883979	25.79968735	26.39922302	26.70490562	27.26445549	28.51724473	28.2837886	24.71512999	24.47605396	22.57355381
Fkbp5	22.35458192	24.47413618	19.87900283	21.33516352	23.78566398	24.33019257	24.57588635	25.00688726	23.61357996	20.18277259	21.4458676	19.87900283	23.77595422	23.18260591	24.05920185	21.23327327	21.47100038	19.87900283
Fkbp8	23.84076563	23.54403903	23.05092475	16.14130889	23.22495377	23.4947267	23.58772167	24.28538585	22.64469247	16.14130889	22.54679651	19.08482914	16.14130889	22.83045408	16.14130889	22.23943421	22.26833754	19.95176849
Flii	21.96715729	21.1674794	18.77754429	18.77754429	23.43198823	23.71554898	24.65452634	24.32635707	22.94388694	21.13276328	21.93711228	21.33587226	21.77056066	20.47100038	21.34440428	21.20830343	21.54754978	18.77754429
Flna	26.71947113	26.73789263	23.32772806	24.41776806	25.99438106	25.80336294	26.41908708	26.85554965	24.77082276	24.64850461	25.11135826	25.22953029	24.98975516	26.40319502	26.27095541	22.42813318	23.20688856	21.17998196
Fmr1	18.48958144	22.85271923	21.32750879	20.87154733	22.27897911	23.04861525	22.19044925	23.32841307	21.80416096	18.74560211	20.29097729	18.61165883	18.48958144	22.43107008	18.48958144	20.70952476	20.41359074	18.48958144
Foxp1	24.59633582	25.3468202	21.07887527	24.11537265	23.26828042	24.27675202	24.80788905	26.00902522	23.07597394	22.21403803	23.16009484	23.03138554	21.07887527	23.19494858	23.65326933	23.24446604	24.13398629	21.07887527
Frg1	21.73776887	21.93951752	17.24376903	20.85414703	22.32245633	23.98867221	22.93394705	23.55215498	20.85201433	20.83876691	17.24376903	17.24376903	17.24376903	23.77735967	23.83951675	21.92030778	21.03207533	17.24376903
Fth1	26.5133416	26.33966899	22.51955755	23.85148066	25.417092	26.8277193	24.75903196	28.23224144	24.152827	21.45763738	25.78576375	23.10758809	20.9679664	21.19946387	21.21163406	23.98450608	23.34394364	19.29710434
Ftl1	22.35536185	24.82929304	20.31185473	22.61762081	23.9295835	26.36019674	23.20341253	28.39998897	25.16449789	22.75346243	25.65408924	21.36062207	20.31185473	20.31185473	23.10123707	23.25407363	23.18216639	20.31185473
Fto	21.74242293	22.926275	19.69431707	16.64470127	21.23829744	21.39560944	21.11400663	22.07038304	19.70725127	20.80774168	16.64470127	16.64470127	16.64470127	21.77434631	23.03259666	19.41499485	19.33131936	16.64470127
Fubp1	27.55640057	27.71200991	24.58411243	25.16196374	27.38063465	27.11306872	27.42997902	27.94044534	25.26509964	25.93912291	25.36028047	26.16177158	25.07691995	26.75021465	27.07316485	24.74862896	25.20769297	23.067842
Fus	27.39181967	26.7521305	23.041347	24.88874028	28.16514032	27.44268867	27.99210239	28.79594046	25.766482	26.56770012	25.71048675	26.13715658	24.30215137	25.23542236	24.96027032	25.97059727	25.87152383	23.32690562
Fv4	23.4693616	26.080584	21.31694438	24.04335109	26.90460577	26.46698393	27.53526909	27.62777109	25.2137118	25.61610682	25.03086377	25.34045023	21.31694438	21.31694438	21.31694438	24.67087664	24.61391713	22.91420627
Fxr1	25.80311655	25.70801476	20.64209401	21.03489835	25.53163014	23.53694437	25.82357094	26.07371648	23.31271348	21.74345057	23.1589862	20.64209401	20.64209401	21.8914129	21.9560301	22.29387012	22.57835334	20.64209401
G3bp1	26.54879358	26.29956858	24.64883371	24.21763649	27.70193514	27.36269004	27.71423923	28.11381393	26.18472585	25.01235413	25.38778333	25.15050469	26.90861948	26.03910999	25.84484098	24.65600057	24.59485625	22.38403222
G3bp2	24.40178003	24.05100775	21.08893572	21.84061198	19.4076495	22.15801544	15.1561621	22.99090654	15.1561621	18.78927891	19.62262027	20.5666264	15.1561621	24.85028872	23.62989819	15.1561621	15.1561621	16.20501046
G6pdx	19.82488418	19.82488418	20.73760385	22.0759413	22.8503555	23.24604759	24.76991531	24.82245297	20.91670464	20.33951949	19.82488418	21.12085548	23.83788197	24.14382661	24.19257276	21.43852589	21.65992449	19.82488418
Galk1	25.20007782	25.22471831	23.24662754	25.12004862	25.69202906	25.03456256	25.63095362	26.32827609	24.39466784	23.80360929	23.9691265	24.0791195	20.99299917	22.3720956	22.9438333	23.24475636	22.73423744	20.99299917
Ganab	26.39339177	26.23722907	21.91520979	22.95246186	27.74976726	27.56099805	27.73382642	27.92371384	25.85619108	25.98730652	26.06654927	25.56115833	26.06066608	24.71046048	24.35729641	25.4602024	25.96851141	23.47568297
Gapdh	31.5578708	31.30345409	30.14685887	29.58652675	31.85482176	32.13035122	32.26326931	32.89565669	31.61364143	30.56065193	31.13846083	31.10817808	31.41356976	31.26349319	30.40780848	30.20757662	30.413368	27.82171122
Gar1	24.16392234	23.34813812	22.3641539	23.04758392	23.89383995	23.82094476	23.77364229	24.4410744	22.56892378	19.85803869	22.19847502	22.47706749	25.3894583	25.30778948	24.94462878	22.77894418	22.67355322	20.16582462
