Name	Intensity 01_IKA_0h_batch5	Intensity 02_IKA_0h_batch6	Intensity 03_IKA_0h_batch7	Intensity 04_IKA_2h_batch1	Intensity 05_IKA_2h_batch3	Intensity 06_IKA_2h_batch4	Intensity 07_IKA_6h_batch1	Intensity 08_IKA_6h_batch3	Intensity 09_IKA_6h_batch4	Intensity 10_IKA_12h_batch1	Intensity 11_IKA_12h_batch3	Intensity 12_IKA_12h_batch4	Intensity 13_IKA_18h_batch1	Intensity 14_IKA_18h_batch3	Intensity 15_IKA_18h_batch4	Intensity 16_IKA_24h_batch1	Intensity 17_IKA_24h_batch3	Intensity 18_IKA_24h_batch4
Aars	27.46505405	27.36744715	23.65883558	25.29547553	26.59377407	26.71881818	27.34823945	27.44268867	25.21360057	24.99838969	25.26917263	25.29656114	24.55637133	26.73000797	26.54741151	24.40911639	24.69498014	22.05115715
Abcb7	24.33374499	24.11608691	18.09810407	20.8525478	23.0294827	23.44316311	23.02030382	23.53540259	21.65979386	20.30162123	22.20958306	19.52252023	18.09810407	18.09810407	18.09810407	21.91863471	21.79855565	18.09810407
Abce1	25.17004974	25.99666691	20.80467304	23.78725933	26.38277968	26.22287743	26.42595218	27.28171217	24.97862703	23.9593419	24.80444657	23.77233391	24.82497932	24.38079977	23.43898267	24.00041132	23.95020274	22.09229518
Abcf1	24.41577116	23.59775706	21.51600198	22.5727215	25.49625159	25.53552125	25.24506839	25.97026812	23.10317573	21.43562957	23.41351327	22.50707454	23.7050375	25.30365005	25.11024338	23.09677305	23.25257304	20.40020402
Abcf2	24.07724602	25.65869941	22.44763416	22.28116031	25.79424312	25.92849958	26.67222634	26.65430781	24.23513016	23.66220853	24.56028385	24.21400837	19.01878698	21.24417566	22.88235423	22.50734075	23.19708048	19.73725725
Acaa2	25.23790373	24.76096151	23.71429164	22.67719315	26.63242439	26.62352141	26.60385246	27.19676164	24.1800275	24.99485578	25.16917053	25.03737234	24.22022243	24.61532116	24.74760501	25.5173724	25.46229482	22.81716246
Acad9	25.93869678	24.76870448	22.76666397	23.26284384	25.02597356	25.46329312	25.07765351	25.48634158	23.34163826	23.28912057	23.54191429	20.2675091	20.2675091	24.05614485	20.69157656	24.10645432	23.83836298	21.45417678
Acadl	26.95748327	26.81750893	25.63884486	24.06455661	26.29997026	26.40636151	26.57437121	26.75913358	24.66008775	24.53409671	25.47639394	25.73371008	26.93190666	26.34526419	25.7965718	25.01120268	24.83315956	22.39994335
Acadm	24.02149038	24.55935048	19.14678742	19.14678742	23.31837952	21.46528141	24.45751214	22.75965173	21.99776111	22.68067372	23.04536907	23.12208862	19.14678742	19.14678742	19.14678742	21.95978408	22.07391665	20.84835092
Acat1	27.95532292	28.29509011	26.16800378	25.37305205	28.46905878	28.51291982	28.68435061	28.66563459	27.00142108	26.18665381	26.41567447	26.82723473	26.65867217	26.54892583	26.32700845	27.13084829	27.02633246	24.30465992
Acin1	23.28743058	24.70355976	21.68918926	22.67869813	25.96031451	24.6620455	25.97971755	25.94732927	23.199374	23.81977603	23.62678294	23.82055529	24.25414573	24.93746255	23.19884966	23.41402967	24.17050825	21.59121917
Acly	27.10739254	25.90504209	22.39060667	25.17291303	27.16000249	27.58060913	27.82717414	28.25493864	26.61680794	24.97053144	25.39594278	25.59818316	24.20097581	24.42624018	25.2097764	24.57928601	25.15263362	22.56869188
Aco2	28.27284275	28.0285999	25.82943822	25.66402773	28.61953906	28.76024457	28.73921329	28.98478854	27.03747708	26.8931919	27.38821047	27.5276092	28.52932319	27.7096457	27.56543566	26.86301525	27.08456317	24.63405989
Acot13	25.13535702	24.71988886	21.36313805	22.44680162	23.66806521	22.18818677	23.7267121	24.12336807	19.42127591	20.68011567	19.82065267	22.17380521	19.42127591	23.93436109	24.95642012	22.37310517	22.63180852	19.42127591
Acp1	22.62325905	22.5588719	17.3506112	22.18134762	24.08966319	22.5296717	22.79251151	23.61009125	23.26685172	22.95173293	22.69941402	23.47072738	17.3506112	17.3506112	20.44253049	17.3506112	19.44392695	17.3506112
Acp6	24.8753024	24.06414541	21.95925345	21.06315805	24.51959354	23.9882388	23.1339236	24.06603596	20.73272723	22.65208783	20.1824089	20.91728757	24.95664167	20.1824089	21.21815405	21.75474726	22.06286171	20.24167598
Acsf2	23.46687505	21.85988204	22.10434408	23.26656581	24.50706244	24.27810003	25.16096422	25.38988495	24.13147644	22.55653506	23.04518573	22.35283227	26.36397684	25.33296011	24.99321518	23.73096677	24.01120268	21.85988204
Acsl4	23.61042923	24.46967212	19.71545263	22.13370415	23.80282083	24.29179236	23.60806166	24.04435209	21.25482333	22.12505648	21.17560315	19.71545263	19.71545263	22.27889406	19.71545263	22.47028054	22.37278643	19.71545263
Actb	28.57499189	28.50085458	27.58419847	26.02894761	20.67831129	19.5836374	21.29530035	20.97063676	19.5836374	25.97714259	19.75322981	21.7329342	29.67559508	29.34468872	28.27737297	20.86052627	21.01318089	20.30474346
Actbl2	31.38617632	31.11085567	31.11656785	31.36947666	29.10176906	31.466066	32.0423781	30.97985108	30.8630448	21.46632744	20.19135325	29.50572686	26.87572423	30.66746302	30.42822265	19.57059693	29.60904158	28.06707266
Actl6a	26.27022474	25.87605224	21.10884857	24.34421462	26.48971373	26.0204098	26.81921568	27.24943337	25.21051975	23.38995057	23.75847292	23.79847655	23.45462863	24.61958103	25.64391673	24.72816632	24.4178968	22.3557651
Actn4	25.67610644	26.06447438	24.42130416	23.61357996	27.43101587	27.37442915	28.04572734	28.32555958	25.7598955	24.50500369	25.20810246	23.11557903	24.10381604	24.02470615	25.43876064	24.56616184	24.92587674	22.10597499
Actr1a;Actr1b	25.15120178	24.78091737	19.78059103	21.40883142	24.40314625	25.25100587	25.28054453	24.96538798	23.87914122	19.7760185	21.04919713	19.7760185	22.37673906	21.95808537	22.66409828	22.04736758	22.47491597	19.85920717
Actr2	27.38796406	26.59804114	25.56019637	23.92849958	26.86891296	26.54433388	26.829535	27.15151148	25.33510899	24.29824049	25.0403021	23.87623964	25.54008215	25.54998344	24.98667744	24.10077204	24.58743555	22.12237304
Actr3	26.88157032	27.2033117	23.84546325	24.98489716	26.85543084	26.62784065	27.5448792	27.274621	24.57247866	25.00483184	25.1829847	26.02529775	26.51983346	26.52823542	25.96470521	24.78715968	25.38515199	23.06523073
Adh5	25.28471539	25.29094917	19.22222888	22.47575718	24.53195727	20.70260898	24.50166714	24.59508398	20.50164284	23.18960501	22.95457547	23.36412717	20.43705305	19.22222888	19.22222888	21.36292409	21.23005094	19.22222888
Adrm1	23.85699839	22.41892628	22.47345506	22.54719674	22.53324132	23.35043315	22.92234195	22.84519523	21.32514951	18.94772254	22.52983848	19.16930359	25.58523054	24.84546325	25.15788442	21.53725253	21.720129	19.19995505
Adsl	25.62265601	25.89066636	20.31893111	22.35124229	25.71575843	24.77801174	25.68912526	26.13690243	24.74041694	23.4684918	24.24510467	24.37278643	20.31893111	21.66192594	20.31893111	22.32698788	22.86587747	20.31893111
Adssl1	19.47123859	19.23029726	19.53753693	21.32542405	20.98231403	22.86831014	21.90175961	21.55768058	21.87488982	15.63911456	15.63911456	15.63911456	21.6751697	19.42181008	17.70623968	19.98119934	21.21909997	18.14599183
Ahcy	29.16101229	29.17895022	25.17706423	26.38880168	28.60512499	28.73411725	30.12472428	30.14528037	27.69185606	27.50104447	28.39782861	27.97563477	26.96675257	27.49868806	27.73233907	26.98141712	27.23480135	24.73835661
Ahsa1	26.57341802	26.04080374	23.72338264	23.97359998	27.29166943	27.09345625	27.7096457	27.79358595	25.80678343	24.70972457	25.06710344	23.04651855	25.22169803	26.4577313	26.55211099	24.79253137	24.94391376	22.24524978
Aifm1	25.70643468	25.63644053	22.78984802	23.72868533	26.50497339	26.43214757	25.05390998	26.12683742	24.24314434	22.63080924	23.21884877	23.95322596	24.47364085	26.17411392	25.37398132	24.02106672	24.02875796	21.67223713
Aimp1	22.62319206	24.48591183	20.6637075	22.38165807	25.53225461	26.2881878	26.31970643	27.11277053	24.88497351	23.53765541	24.98862887	23.17561838	23.9461024	19.91475008	19.91475008	23.25070957	23.91086228	20.91830715
Ak2	26.88005261	26.78880315	24.56859912	24.10541557	26.63685536	26.74291115	26.48902461	26.8420614	24.11925715	24.24590256	24.02309916	24.31132814	25.71920998	26.33336967	25.81977603	24.21141126	24.57478983	21.61629756
Akap12	20.63129786	16.5329342	16.5329342	16.5329342	16.5329342	21.37214875	22.42981944	22.90672181	16.5329342	18.81565848	18.56055675	21.08673491	26.49646494	26.17108118	25.92329448	21.65040143	22.87828072	18.60967654
Akr1a1	24.8140649	24.35716215	22.82197635	22.35503917	25.93681134	26.31089495	26.13936383	26.50156085	24.97250482	23.01503726	24.4781544	23.56581332	22.0414974	22.80520462	22.98525339	23.13772727	23.49008112	21.26367496
Akr1b1	27.27444328	27.11465803	23.74375871	25.01452657	26.78780733	26.27396331	27.61266639	27.82079872	25.95087017	25.48903993	25.40408883	25.84993095	25.61504046	26.00577427	25.92594464	24.62555725	24.78031668	22.5438031
Akr1c13	22.77267621	20.7620673	20.7620673	20.8794965	24.56197404	24.82512494	25.03728855	25.64707761	23.71429164	22.73498161	23.86391326	21.56379025	23.41066976	23.63012045	20.7620673	22.40041251	23.19085612	21.08945307
Akr7a2	22.05549958	22.62798533	20.75115501	17.60465457	22.65824723	22.55206114	20.53582971	22.31362708	21.54122899	20.42337037	21.4103851	17.67107107	23.69922337	24.62745106	23.42841436	20.83468399	20.56495328	19.03571733
Aldh18a1	27.84882129	26.94458411	23.69720939	25.37636813	27.23735674	27.17312278	27.45151927	27.99889536	25.94348905	26.5318978	25.92036685	25.86533003	23.56778715	26.04074105	25.26191184	25.67801571	25.20620297	22.671719
Aldh2	28.52103246	28.33300278	25.56619088	26.12520234	28.97888337	28.6063611	29.23968003	29.26682492	27.13916864	27.33313078	27.24744269	27.55325418	26.63685536	27.92575227	27.40568008	27.29684117	27.40072194	25.0651321
Aldh9a1	25.69282724	25.84539146	24.70767256	24.24125409	25.60396562	26.0934361	26.20366643	26.95315934	24.86910129	22.54073253	24.36666372	23.97954312	26.60583147	26.21022245	25.58975148	23.68260375	23.95526749	21.52406149
Aldoa	30.40476695	30.51878352	27.10569531	28.19858929	30.75382071	31.16422933	31.04126866	31.17973335	29.74315198	28.01579232	29.20326502	29.16583516	28.7109268	29.16250166	29.21632328	27.4932002	28.16456502	25.4577
Alpl	26.33994077	25.93892107	24.44031412	24.14000779	25.83397986	25.87279228	26.03860775	26.9306666	24.16131029	23.87135932	23.6292312	25.02778825	24.32759102	26.36494536	26.18856032	23.70862	23.7810675	21.4375103
Alyref	25.61422613	24.64954652	21.39246837	22.32501223	27.82073787	27.74951154	27.81127434	28.40592349	25.88648605	24.46438421	25.27845456	24.37411403	21.39246837	22.61371484	22.81333106	26.11054209	25.85067025	23.38482274
Anp32a	25.02187157	24.09828401	22.14398227	23.8306475	26.16953375	25.59721715	27.76312917	27.93370848	23.31879323	25.48686325	25.74288546	25.89691421	22.10568732	22.87820587	23.02565259	24.56447655	24.94851054	22.75948919
Anp32b	26.36007949	27.1375084	23.91250784	26.04038572	27.57390913	27.94692786	28.95673582	29.04648212	26.58505858	26.92127528	26.82517347	26.96046919	24.05920185	24.13092682	24.02909509	25.86105187	26.13870006	23.91250784
Anp32e	26.72819228	25.42310103	24.91961697	23.76455982	27.38615576	27.75436244	28.74474049	28.73669977	26.74637531	25.76367375	26.03613587	25.30065112	24.28721919	23.71868755	24.91396898	25.38922852	26.11328735	23.00542307
Ap2b1	24.84665918	24.67109268	20.75963141	21.49223462	23.80695547	17.29840272	21.09352073	21.75148195	19.52602157	17.29840272	17.29840272	20.72033779	17.29840272	22.83880537	24.06340496	18.50199264	19.30661356	17.29840272
Apex1	26.8312276	26.32378294	23.72650423	25.02085484	26.44980469	25.83270095	26.5862046	27.19769919	24.61436657	25.04843233	25.78266794	25.74398978	26.39262231	27.29911437	26.59505552	24.72998205	24.69561742	22.65208783
Api5	23.9314784	25.56200316	21.8909678	22.52058895	25.83159004	26.75353384	26.30190725	26.88867061	24.4710376	24.32361117	24.33388145	24.78506527	21.8909678	21.8909678	21.8909678	23.77112511	23.76151958	21.8909678
Apmap	23.18110493	23.99671001	19.61977579	21.24504663	24.24437893	21.85938919	24.53581785	24.65632797	22.3613452	22.75121632	21.82477543	21.83159487	19.61977579	20.63067595	20.63582084	22.28325343	22.0938753	19.61977579
Apool	23.20079626	20.63076481	20.97708144	22.44488244	24.24604759	24.23622563	23.77072196	24.63311763	22.35702787	22.68590026	22.59812067	22.34155683	19.23619642	24.70940906	24.50633616	22.68724667	21.70805161	19.23619642
Arcn1	24.25803401	24.27760354	22.40082942	22.43017687	25.4290532	23.82677423	24.48086809	25.69980584	21.37840705	23.69157656	23.40002156	21.08115312	25.7224709	24.70493199	24.94663789	22.1932799	22.71091235	20.52114032
Arf1;Arf3;Arf2	27.1169396	27.37036042	21.77261581	23.2905274	26.3193619	25.23629863	25.83142091	26.89180224	24.70001758	23.01796172	25.4231331	24.52013331	24.73567377	24.61857325	22.5668354	24.58135645	24.47636304	22.05778156
Arf4	26.36307453	26.66451608	21.13288877	23.53753693	25.26033324	25.74481105	26.81457836	26.16499651	24.24648257	24.11076111	24.86036524	25.14074897	21.23643002	24.52181128	24.92840922	22.41266081	22.43387371	21.98245331
Arf5	21.2049651	22.16692802	20.14507139	22.6736826	23.31257501	22.33237971	21.82722019	23.31575656	17.46770106	17.61223499	20.65517082	17.46770106	25.23341225	24.42463943	24.29368774	17.46770106	18.49595649	17.46770106
Arf6	24.74862896	23.41596453	15.57385425	15.57385425	23.99886309	22.58391738	25.65908066	26.11386359	22.62419662	23.44139107	23.47159584	23.93948165	15.57385425	15.57385425	15.57385425	24.68447769	24.94886696	22.32517697
Arhgdia	27.60272038	27.39844036	27.69750106	23.71502522	28.15614914	28.08111248	28.35308644	28.32306995	26.55228693	25.98233144	26.4170759	26.34737793	26.81531156	25.46647059	26.85827967	24.90256023	26.6628876	23.80999965
Arhgdib	27.74579853	27.85982044	26.33602895	25.75971775	27.14520747	27.25349666	27.89608272	28.29530911	26.60201238	24.71486806	25.39587742	25.99360391	26.59177844	26.95692964	26.65499061	25.05944943	25.43342167	22.97980475
Arhgef1	24.19700547	22.18679736	20.98099024	20.60521544	25.36409377	24.4563845	25.51316085	26.04708047	24.2158606	22.26648003	23.4445539	22.98825613	24.19076572	23.16564063	23.86230591	23.37808949	22.99992983	20.93869229
Arhgef2	22.81364421	21.11133438	20.48355208	20.46443407	24.05200346	24.1135457	25.06677507	25.37288604	22.41320334	20.68423154	23.7745474	19.74947011	24.73112219	22.82269608	22.37164372	21.91258093	21.34190967	19.74947011
Arpc1b	27.3567425	27.11306872	24.03741424	22.49282138	26.17769159	26.23894245	26.77931499	27.09385918	24.69428944	25.05635161	24.58394033	25.10149357	26.87197027	26.69630749	26.67263101	24.11505508	24.33606302	21.65975032
Arpc2	23.99092385	25.07471706	22.2229069	23.33360852	27.25871698	26.33693131	27.91273624	28.01488833	23.99273992	24.82075004	26.09008738	26.09234761	24.0852118	24.34190967	24.25371305	24.52844409	24.72390338	22.55100506
Arpc3	25.68522659	26.17883153	16.89296964	16.89296964	26.14437134	26.59576694	26.62784065	26.76369907	25.251042	23.02147344	24.40282107	22.9927572	16.89296964	23.61065451	24.70967199	24.12660113	24.57207382	21.29204522
Arpc4	26.21473102	24.27419442	22.91194124	23.76607754	26.34676949	26.53761098	27.93404607	28.13657979	24.95327037	25.44211914	26.11123885	25.76202673	23.70725127	22.99369028	24.07111992	24.78481574	25.01975258	22.91194124
Arpc5	24.48634158	25.81863074	19.98147809	21.99548562	25.85083714	25.74206309	26.30504278	26.13128017	24.06620024	23.72816632	24.70303163	24.36826346	23.87914122	23.19982329	24.32106655	22.91369513	23.30772001	21.12943396
Asns	26.10415609	25.00517461	21.46243837	21.46243837	26.99894915	27.07612485	27.96069012	27.9651017	26.20651973	25.03657609	26.26719117	25.4271678	21.60204637	23.32251134	23.29796073	24.74267991	24.30507758	22.31545254
Atad1	23.38732319	24.36138536	20.62068878	22.62135973	25.36683044	25.21389717	25.20799079	25.64493446	22.95271068	23.3699945	23.37252077	22.35380157	23.31603288	20.62068878	23.57577096	22.80746656	23.17732281	20.62068878
Atad3	21.29193285	14.35920049	15.29171031	21.30424213	25.15630347	24.49795755	25.33487038	25.72293987	14.35920049	22.34345575	23.11438797	19.69929116	24.32683706	24.44531195	20.73925321	23.11897211	22.78698028	20.50319684
Atic	28.62198566	28.5839475	26.30509499	25.95610988	28.874259	29.31122852	29.98576586	29.67343999	27.94637017	27.41110634	27.62728406	27.79246931	27.96273215	27.59754396	26.73195082	26.5388249	26.79414394	24.28277285
Atl3	25.05328856	21.8712089	24.38442753	19.31678974	25.27518958	24.6798151	25.34793544	25.70366536	21.89803595	20.81197983	23.51219648	21.27144707	24.22839303	24.12068149	23.53290853	23.70640833	23.84814075	21.34748945
Atp13a1	22.79064361	22.0283027	18.46479301	19.1580771	21.98332348	25.72231455	22.30231874	19.21835511	20.71925177	20.27093403	19.99658934	20.93344285	18.46479301	18.46479301	18.46479301	20.71858304	20.93055833	18.46479301
Atp1a1	27.95814734	27.32645994	24.47790745	25.31520375	27.97109084	28.20778605	27.60914728	28.29605346	26.52751972	26.24775052	26.47167335	26.2917748	27.19872979	27.4143362	26.8499548	26.4149813	26.50058869	24.07545173
Atp2a2	27.6180691	27.16595492	23.73789263	24.59980118	26.96906061	27.22637309	27.08567781	27.69836247	25.07189734	25.23834117	25.34850962	25.36549613	25.7867859	26.67236124	25.46160809	25.15468216	24.73055223	22.92243269
Atp5a1	31.25276386	30.84968642	30.16074789	29.56559908	31.86986171	32.16958511	32.05099608	32.47752246	30.64547055	30.16350972	30.3426558	30.12976802	30.38679303	30.81268253	30.01664262	30.58978005	30.54360769	28.23475568
Atp5b	31.57176831	31.09143991	30.23865551	29.74454804	32.1245086	32.62185034	32.71832827	32.92885392	31.23785815	30.02194568	30.53259647	30.33351469	30.24705782	30.72077614	30.19436814	30.9240821	30.88088463	28.26673558
Atp5c1	28.47734393	28.49552747	25.62987041	26.18393124	27.67107918	27.52170646	28.55585228	28.73634495	26.0735122	25.83139675	25.88771818	26.90000497	26.93449607	27.55068808	26.98185258	26.56273107	26.50348803	23.82706509
Atp5d	28.33509195	27.95587717	25.37924694	25.98167841	27.16662543	27.74567032	27.40413757	27.88820609	24.88236356	25.46811886	26.11265124	26.14821744	27.44340027	28.6326324	28.21821873	25.60713048	25.91577054	22.98112964
Atp5e	20.01780885	20.01780885	20.01780885	24.50663882	24.48357668	25.11901962	24.68212148	24.68131735	21.61504046	20.24783019	21.78536466	21.18483177	23.82211254	24.59348915	25.70120809	22.65981563	22.82289054	20.01780885
Atp5f1	27.97558011	27.54877888	23.07049769	25.86457459	28.22209434	28.63561052	28.47053346	29.35529379	27.11822759	25.68928525	26.93932471	25.84141366	23.88072994	25.07773499	26.2202778	26.9291997	26.81763091	24.08090924
Atp5h	28.53341363	28.18144051	25.40973146	25.75577634	29.12851489	29.28489186	29.04424264	29.34946327	27.54980722	27.13437806	27.52462349	26.85436107	27.62072793	28.4293805	27.66166503	27.77756034	27.77693316	25.01051991
Atp5i	27.08009599	26.87161783	25.56150798	23.96921435	25.6655736	25.89633684	23.01675525	26.66478731	23.7153395	24.83749705	23.22563051	24.26377523	27.05330928	27.16825251	26.46681284	24.75276855	24.77359199	22.19150387
Atp5j	26.85400431	26.7261144	20.22317213	24.14452693	27.12819528	26.68658965	27.43999722	28.07933316	24.83093758	25.40272351	25.5653485	25.24775052	25.7762053	26.3399068	25.4567918	26.03267232	25.9107022	23.62466518
Atp5j2	25.45453451	24.30945581	23.00401742	24.17706423	27.62811887	27.47977397	27.79401996	28.21465692	25.93544061	25.66397346	26.36962849	25.86348796	23.00388021	24.22339311	24.24052641	26.43334208	26.32567108	23.84546325
Atp5l	27.14121688	27.3457041	27.12247968	26.69644016	27.26865521	26.9960419	27.98451694	28.1375084	25.79362315	25.39090182	25.73864008	25.32498477	27.15112434	27.41739788	26.65499061	26.27211304	26.03143182	23.32567108
Atp5o	27.62679686	27.36260644	24.72749133	25.17630344	28.81705142	29.08169663	29.31360892	29.50153807	27.4979271	27.36427749	27.70530122	27.00645929	24.7433992	26.44704765	26.27637932	27.53110953	27.52589317	24.96146312
Atp6v1a	25.12978767	25.32158271	19.07119523	19.65738824	25.66592594	26.11058192	24.41821859	25.58540248	25.40096619	22.42557448	20.76821987	22.70731447	19.07119523	22.72377842	22.7679573	22.97826916	23.24862657	20.08757679
Atp6v1b2	23.62232088	22.48205064	20.37156397	20.62613679	24.78666129	25.1178314	25.00444612	25.54512969	23.98606979	22.64493446	21.66704742	21.62827465	20.37156397	20.37156397	20.37156397	22.88423761	23.2727004	20.37156397
Atp6v1g1	23.73158835	23.74990788	20.06552658	21.44349196	22.50096244	17.72819955	22.14460472	21.53563989	17.72819955	22.28565394	21.31434648	23.27965932	21.85083237	24.17987569	24.21948407	17.72819955	17.72819955	17.72819955
Atpif1	22.79679457	17.69696753	17.69696753	17.69696753	24.15815416	25.61020392	23.52384619	24.68083465	23.52969553	20.56560417	22.33349934	21.43053422	17.69696753	18.51630022	17.69696753	24.15065963	23.97797232	20.962399
Atxn10	25.73789263	25.90623554	21.60936994	21.96080941	24.61475971	24.23227804	24.70038807	25.44161269	23.64823029	22.32997367	22.83344913	22.88214896	22.44387132	23.21445312	21.80978383	21.58430744	22.64141059	19.59247894
B2m	24.26205526	24.63150881	22.69996465	22.63092031	26.14006632	25.71266595	26.4762085	26.69551123	22.59530028	23.45838859	24.71785127	25.24118134	24.58629051	23.40418631	23.72941164	24.32347373	24.27646806	20.70750406
Bag2	23.95774893	22.86672655	21.3754404	21.3454334	22.90738215	24.21037111	23.65184703	24.29530035	20.75824924	21.35250903	22.22817281	20.04259988	24.59360312	24.2405992	23.45663516	21.49291915	21.70598667	19.33453081
Bag6	17.18359662	16.59369749	16.59369749	18.57861593	22.99567538	22.82131466	24.33769703	24.65403459	20.10533564	22.3932019	21.10808284	21.49199006	16.59369749	21.87698899	16.59369749	20.25430435	21.40239173	18.96327429
Banf1	25.84797355	26.18542551	19.79911716	22.63120904	24.46407256	24.42668807	24.68971182	25.59707504	22.0160751	22.92717971	22.38711279	19.90898772	21.30368489	22.92951126	21.25965822	21.02688541	22.94795791	19.79911716
Bax	25.88413511	25.6105982	22.79197523	22.97486057	24.66035982	24.73288246	24.98420183	25.8565473	21.28821949	22.60254483	23.72244484	22.37605012	25.33793516	26.5339334	24.86476349	22.39571403	22.95666826	20.50949281
Baz1b	25.05017747	24.68196069	21.27855382	23.18922795	26.12949292	26.32527649	26.11892064	26.62282355	24.74576007	23.10099656	24.26720903	24.05573125	24.17195923	24.53374036	22.04129686	24.30403319	24.66573623	21.92658267
Bcap29	20.2649923	20.2649923	20.2649923	22.22022243	24.97329342	24.523906	24.04726772	25.22798927	22.82489195	21.99510603	23.24312981	22.47186867	24.98802204	23.94868876	22.88408852	23.38469102	23.26083571	20.2649923
Bcap31	26.72663415	25.83499254	23.37411403	25.56598759	27.22001942	26.8754899	27.40705883	27.49327656	23.79808096	23.8530049	25.68370164	24.12376273	26.47837045	27.23808601	26.65799111	25.19072805	25.16269373	22.50683249
Bclaf1	26.84457763	25.73195082	23.21040084	24.37616938	26.2719172	26.18689934	26.95770466	27.17892649	24.12226244	24.6431736	24.95602123	24.53504656	25.49743988	26.7978584	26.20851182	24.58141392	25.16978221	22.29625305
Brd4	20.34948858	19.10822325	17.22392628	17.22392628	17.22392628	22.62943133	22.8443717	21.1149598	17.22392628	17.22392628	20.37898907	21.08173828	20.5637437	20.39905674	19.14800481	19.18146288	19.77966165	17.38885816
Bsg	28.35447431	28.22071139	25.49350563	26.36215493	27.40981237	27.84505641	27.41506192	27.59377407	25.65198385	26.10890837	25.38099788	26.08851119	25.16223273	26.99183217	27.28418587	25.70231834	25.64350393	23.60093555
Btf3	27.68705707	26.64622623	20.35466262	24.26542161	27.77812457	28.07683843	27.53667764	27.91153673	26.78880315	24.15367758	24.36852991	23.03905559	21.98506226	21.98363662	23.80380634	24.82599833	24.9850275	21.62234322
Bub3	27.24072656	26.9104506	24.33490447	24.23191198	26.45754345	26.24758756	26.36476173	27.09164167	24.70371816	24.56540661	25.21252488	24.76931002	26.54138262	26.3484252	25.94955727	24.17234082	24.32278638	21.52133206
Bzw1	25.80788905	25.93003489	21.78076722	24.5918355	25.48606533	24.5584749	26.76825016	26.18321193	22.36762378	23.12058657	23.11340262	23.27426553	24.70872524	24.78875338	24.6087949	20.25730036	18.62163696	15.89770367
Bzw2	24.9421694	25.74883367	15.16136811	23.3258083	24.72244484	24.73588032	24.40269098	25.23673656	23.57380804	23.18652536	23.42136837	22.8525478	15.16136811	15.16136811	15.16136811	19.22170983	19.29322465	15.16136811
Ca2	26.16436361	25.6614204	22.64110184	22.20711206	24.35056803	24.05928438	25.61087976	25.34275751	23.25283287	22.71435453	21.67435091	23.30382422	22.98756241	25.73332219	25.73564795	22.12801824	22.08838583	20.53212379
Cacybp	26.36049817	27.54517389	22.6776018	24.26627985	28.22015784	27.3321065	28.08846064	28.51630563	25.53397794	25.36325838	26.46287204	26.83243538	25.99851881	26.10539559	23.62343769	25.03439464	25.33435895	22.96525586
Cad	28.08344768	27.87097148	24.63804387	24.51008467	28.23557757	27.91575914	28.71738064	28.64670691	26.49021887	26.13025915	26.97607198	26.67909024	27.01116002	27.09476537	26.65553662	25.69977937	26.22747522	23.59286213
Calm1	28.59651356	28.80368935	25.90288219	26.09297259	28.13701973	25.85623858	29.16935215	28.73317994	25.40795026	26.88122022	27.26167875	27.62400972	27.36277364	27.69630749	27.2590763	26.57715496	26.90035054	24.67206444
Calr	28.55244818	28.48730805	24.11187559	26.43850685	29.0356693	28.90959255	29.14474571	29.38802566	26.69617481	27.75257716	27.56070658	27.71049989	26.73969616	27.15122113	27.82189365	27.54708786	27.53259647	24.91529186
Camk2d	24.98424529	25.06410429	21.87290028	24.08836965	25.80646388	25.81345339	26.21025962	26.18929583	25.20973922	23.39767359	24.57195813	23.99005825	25.54960161	26.39822831	25.58497259	23.17522242	23.10669392	21.31937223
Cand1	26.67505661	26.41662501	23.00610826	22.61378227	26.90873399	25.33190156	27.88372738	27.79946503	22.93310062	25.0203886	25.1799516	25.34746241	23.30785895	21.92430075	24.61818115	23.83836298	24.61537729	21.92430075
Canx	29.07262834	29.70363566	27.07398201	27.51698184	29.81575435	29.65971017	30.32334918	30.45307086	28.56372771	28.15267229	28.06912332	27.88232857	28.78737144	29.32027474	28.73175665	28.45881097	28.43364453	25.94855509
Cap1	27.90242222	28.08684219	22.85197621	24.66215419	27.33671003	27.75525425	27.82681059	28.02670182	25.48995867	24.33796918	24.13398629	26.04969984	26.39793466	26.26053066	26.23664533	24.45450313	24.87764436	22.42280598
Caprin1	26.22674056	26.35882274	22.72142299	23.60297518	26.13606146	26.4842684	26.30519938	27.42678403	24.99856185	23.80715207	24.11854445	24.82905104	24.23388762	24.85604856	24.47326925	22.3756525	22.608355	20.30184447
Capza1	26.03357575	25.83499254	24.2073951	24.51352232	25.75251336	26.63006489	26.44466448	26.43738012	24.44682686	23.59627895	23.46886464	23.51159342	25.19580472	25.92020782	24.70982972	23.89716818	24.23483789	22.38421671
Capza2	24.53284909	24.11386359	20.90514311	23.18791503	25.19925417	24.43961685	25.16361528	26.37552326	23.31492726	22.41949219	23.14983827	22.56769432	20.90514311	22.94447687	20.90514311	22.81033314	22.17718592	20.90514311
Capzb	26.63519534	26.56968586	23.61256798	24.39270418	26.55767182	27.45033973	27.07275609	27.88215363	25.77934004	24.10637444	25.28096923	24.9209801	26.95825799	26.86820651	26.08074663	24.71915775	25.08330564	22.64972193
