miRNA	I.0.1	I.0.2	I.0.4	I.2.1	I.2.2	I.2.4	I.6.1	I.6.2	I.6.4	I.12.1	I.12.2	I.12.4	I.18.1	I.18.2	I.18.4	I.24.1	I.24.2	I.24.4
mmu-let-7g-5p	12.8442255	12.8445209	12.84875244	12.94313463	12.97569809	12.5482786	12.6764467	12.71740064	12.71010487	13.01292595	12.82822393	12.58468705	12.84541105	12.73224822	12.64263884	12.61629625	12.58191366	12.80640228
mmu-let-7g-3p	4.518110519	5.100278411	4.721396936	5.093578279	4.431795858	3.84483496	4.206194907	4.476785113	4.138334359	4.07939222	3.538634399	3.275852795	3.95479632	3.734914785	4.475917343	2.852972777	3.902952665	3.734737501
mmu-let-7i-5p	13.74128978	13.78349467	13.8523627	13.85562868	13.85882765	13.4973205	13.55915487	13.6096035	13.76861493	13.9712763	13.54863429	13.44089832	13.77956405	14.05581557	13.79539411	13.83954404	13.82646404	14.06115684
mmu-let-7i-3p	6.058950404	6.310289912	5.914884959	7.064878589	5.822356725	5.225350976	6.182978538	6.539131632	5.990640183	5.744600207	5.861922897	5.634688853	5.670197204	5.385820368	6.553831737	6.058262617	6.141747748	5.895104952
mmu-miR-15b-5p	12.55004451	12.75300155	12.32325546	12.72312897	12.64140309	13.14424443	13.09304054	13.11898419	12.91880683	12.30997961	12.99761695	13.28387557	12.51879583	12.67743837	13.11341313	13.14496284	13.08615488	12.44959635
mmu-miR-15b-3p	9.670935148	10.0313543	9.290044346	10.57004966	9.464984774	7.985660198	9.693713352	10.42259507	9.677239281	9.517309909	10.27282095	9.100736201	9.467177237	10.26081567	10.22281181	10.02147789	9.748897528	9.704799048
mmu-miR-23b-5p	2.322166947	2.202018966	2.160726773	1.713661318	1.892240135	0.985750721	1.349607861	1.964098399	1.468538526	1.588780342	1.086094618	0.087759621	1.181607969	1.345449299	1.379466177	1.681826575	1.039723886	0.48920283
mmu-miR-23b-3p	9.865342342	9.914661453	10.26673064	10.14622995	9.849306833	9.531921493	9.926722783	10.15360697	9.829305408	9.900721639	10.15774526	9.891545178	9.807600401	9.676299544	10.38586179	9.952038578	10.16832442	10.10790742
mmu-miR-27b-5p	7.540690224	7.319633244	7.818630688	8.241817453	7.975135532	7.433801252	7.493851766	8.043694534	7.738984478	8.069459902	7.950756225	7.157034955	7.317512039	7.792898096	7.575038862	6.475895064	6.951364959	7.397243245
mmu-miR-27b-3p	4.246668396	2.992489654	2.676485887	4.447363764	2.72967319	3.305840155	4.033094417	3.220311228	3.594205983	3.919063466	2.59214889	3.16458981	3.769546211	2.926180895	3.740383288	4.092400416	3.292012899	2.945061431
mmu-miR-29b-1-5p	1.338680753	0.957096861	0.962028016	0.96960106	1.46540521	0.909339927	1.56401184	1.57390737	1.499533494	1.150671254	2.515570753	1.197098811	1.060658356	1.462340637	1.056490601	1.183911476	1.326890968	0.944269594
mmu-miR-29b-3p	8.295906473	8.308561958	7.986910381	7.940770266	7.956309394	8.26849047	8.401168886	8.016642759	7.980335447	7.344492159	6.75383296	8.336697276	7.681921315	7.71030026	8.61270261	8.4404551	8.744723202	7.81413234
mmu-miR-30b-5p	11.88270754	11.77277643	12.07979403	11.98279668	11.86352127	11.9433151	12.00655593	12.18863026	11.75703285	11.72284031	11.81180733	12.18298125	11.7964165	11.70257403	12.47814236	11.84869441	12.06443615	11.72384004
mmu-miR-30b-3p	6.534825948	6.78917134	6.369760979	6.355376199	6.529257575	7.068179221	6.551142046	6.533652772	6.74074714	6.751135817	6.70242909	6.402422059	6.471690745	6.353312494	6.679214487	6.534931639	6.319246807	6.144969852
mmu-miR-99b-5p	11.14274251	10.61287262	10.48960495	11.27580555	10.54235111	10.47345313	10.54959915	10.44586798	10.28452676	10.51448979	11.03096661	10.14423048	10.71597407	9.468158258	10.39900846	10.792747	9.66295689	9.941846032
mmu-miR-99b-3p	1.824465072	1.966566623	1.696019039	0.943365396	1.840568399	1.486344841	1.834941005	2.036259322	1.629931066	2.138784147	1.795369508	0.960129021	1.969884648	1.880024717	1.730177023	1.970484518	1.895115397	1.543821506
mmu-miR-101a-5p	4.941377052	5.054380888	5.44453953	4.905360244	4.686820095	4.611409448	4.523462242	4.228076849	4.746078282	4.534610619	4.316090419	4.86424055	4.746132698	4.430776446	4.671608665	4.886951033	4.473697245	4.926582697
mmu-miR-101a-3p	2.967788498	3.978504274	4.101401334	3.584441669	4.158706041	3.591423597	3.070277368	3.72048008	2.554735573	2.867627904	2.927941554	3.607190174	3.006472151	3.429464348	3.738465279	2.249366925	3.265991615	3.542696951
mmu-miR-125a-5p	7.691964968	7.889215683	7.664217508	7.425463243	8.078138919	8.530194148	8.247203748	7.900458565	8.363957995	7.304996251	8.484189113	8.699418638	7.76269648	8.006513642	8.153108786	8.236710175	8.306554619	7.604479657
mmu-miR-125a-3p	1.466740275	1.846928836	1.137380426	0.97614024	1.560552919	1.232889929	0.950741541	1.415745078	1.743526497	2.084083577	2.030735198	1.616879077	1.973980589	1.275009695	1.963636106	1.868277596	1.643532738	1.766457651
mmu-miR-126a-3p	7.553824223	7.565700235	7.545007455	7.218400928	7.624273907	7.277898215	7.043530237	7.478029896	7.273539165	6.933740052	7.163386264	7.028725466	6.900495332	6.801852264	7.108388614	6.129697187	6.817801229	6.834958473
mmu-miR-127-3p	1.561317613	1.532712615	2.356061885	2.268083771	2.457229494	1.233095163	1.774546838	2.289326929	1.453329338	2.425530761	2.484798901	1.225696863	2.533269377	2.651863752	1.922306047	2.103549569	2.54033696	1.828229349
mmu-miR-128-1-5p	5.224970588	5.319177605	5.832159193	5.705820225	5.664853021	4.94375125	5.220464234	5.249294142	5.028313264	6.07963486	5.5314038	4.809285522	4.975907349	4.974287826	4.908155579	4.057303204	4.237050174	4.489067239
mmu-miR-128-3p	8.814876752	9.038861691	9.228302936	9.568855058	9.502285173	8.800801156	8.664239269	9.41597947	9.199587888	9.683861319	9.532607836	8.814717963	9.554684393	9.915013384	9.393103085	9.557246998	9.568063137	10.02315019
mmu-miR-9-5p	13.08942838	13.11088505	12.80676196	12.91451905	13.29804222	13.71544206	13.51123098	13.16688929	13.37364097	12.68608841	13.04568707	13.54352091	13.09007908	13.35858039	13.44863061	13.54995792	13.5590795	13.27229851
mmu-miR-9-3p	6.11461007	6.319226399	6.474444763	6.425062974	6.350807123	6.382248445	6.038544106	6.381169021	6.342358852	6.395468063	6.015272195	6.393083746	6.398814296	6.424826894	6.613104474	6.729562298	6.55812033	6.71574432
mmu-miR-132-5p	0.829612014	1.554301103	0.609242903	1.592758038	0.988589496	0.96617656	1.018822714	0.610553747	1.15157687	1.263235429	1.072037515	1.220778646	1.282099552	0.902937716	1.240708195	0.951117807	1.039386328	0.811017852
mmu-miR-132-3p	4.920094165	4.941210208	4.96948562	5.539235243	4.860209572	4.274693299	4.731068518	5.473728914	5.148161794	5.393343901	5.423927385	4.856170353	5.168340641	5.020823218	5.338459267	4.674663539	5.538101994	5.505357462
mmu-miR-138-5p	6.597318107	6.629636535	6.437457853	6.636762349	6.95381276	6.659770059	6.982309494	6.653729801	6.606480313	6.961905099	6.471927582	6.85950643	6.597204104	6.654700859	6.367578442	6.157829869	6.520071051	6.273747458
mmu-miR-140-5p	6.895393592	6.970280677	6.350612669	5.968541436	6.829821538	8.140656175	8.129698884	6.783927147	7.024840024	6.151026227	6.631675417	8.554031231	7.270010545	7.202865428	7.068097151	8.18265602	7.655780581	6.698109769
mmu-miR-140-3p	4.551143473	3.158236903	3.845456927	4.69353129	3.555258097	3.788205581	3.679351405	3.686129003	3.708737163	4.169077752	3.76390967	3.369470844	4.653825309	3.910118507	4.059346844	4.5697276	4.029571651	4.325238453
mmu-miR-141-5p	2.574822308	2.47582309	2.551231685	2.252465131	2.767747667	2.069368436	1.934482946	2.18357338	2.16850968	2.375251098	1.973900814	2.397245064	1.880181105	1.99038826	1.583514208	1.580478528	1.280088122	1.770430146
mmu-miR-141-3p	1.645847102	1.433351208	2.069892839	1.634432748	1.839540494	1.634441376	1.518595764	1.480769409	1.597854288	1.984790173	1.307769362	0.609646985	1.638697595	0.551636488	2.086231434	2.092545914	1.479888517	1.842185416
mmu-miR-142-5p	14.16912101	14.37561679	14.58421704	14.61256896	14.61743245	13.90582402	14.04501414	14.27152942	14.39297857	14.83865358	13.72417729	14.39883681	14.34083888	14.47865149	14.71519765	13.86460125	14.59389371	14.68351996
mmu-miR-142-3p	12.98246647	13.02726923	12.29219152	12.20542111	12.89845373	14.04809025	14.32334171	12.8305527	13.40333881	12.13439488	12.07720604	14.58761624	12.8310863	12.92024781	13.2073815	13.78861381	13.49620627	12.36588155
mmu-miR-146a-5p	10.20689114	10.23977485	10.30906399	9.999836699	10.09491074	10.48274345	9.730802855	9.750512605	9.978647366	9.372293139	9.143952819	9.616151434	8.763434638	8.818472736	9.389262538	8.392633264	9.200722749	9.12925055
mmu-miR-146a-3p	1.576057684	2.497693724	1.207995919	0.474635549	0.474635549	1.397024903	0.483757514	0.483757514	0.499707803	0.483757514	0.499707803	0.483757514	0.502436958	0.788148892	0.481394962	0.484107604	0.484107604	0.484107604
mmu-miR-149-5p	5.552400719	5.48833737	5.802931602	5.917709038	5.619710925	5.300879956	5.030012755	5.693333234	5.526661966	5.945054395	5.875018746	5.579454553	6.39568624	6.830531961	6.352892759	7.361691407	7.290379525	7.237634183
mmu-miR-150-5p	3.891023258	3.692428373	4.140787222	4.110367698	3.695267788	4.508376536	3.901866815	4.125871288	4.14738356	4.165353311	3.660019195	4.482538876	3.067739853	3.281490611	4.119385145	4.048133289	3.223116354	3.970819714
mmu-miR-151-5p	2.200420219	1.258049348	2.473697203	2.609775529	2.267751193	1.1823115	1.945526714	2.689150854	1.825372064	3.314631759	3.003520994	2.200513501	3.415662823	2.797243137	3.046014779	2.815958347	2.840034531	3.696882631
mmu-miR-151-3p	2.300835661	1.577521545	2.5034429	2.333803264	1.832808036	2.611631606	3.269840871	2.91529325	2.828587376	3.715336916	3.427471956	3.594374181	4.870808314	4.952151712	4.73080267	4.357550125	4.445414429	5.132642797
mmu-miR-152-5p	4.533935349	4.561175863	3.804664401	3.96853639	4.474504417	4.672826946	5.258265384	4.325154867	5.052524127	4.556959007	4.685921548	5.695175147	4.886784128	4.849114211	5.148405234	5.618543202	5.61946692	5.12328272
mmu-miR-152-3p	2.981937082	2.495120218	3.336771101	3.08947591	2.761696773	2.790815214	2.982509356	3.230536596	2.658470322	3.404436102	3.384150811	2.752063685	3.394418276	3.33107397	3.545058201	3.597189867	3.395399492	3.485411065
mmu-miR-155-5p	10.55199349	10.70052802	10.65188892	10.16188596	10.67348194	11.15526668	10.75728384	10.35577448	10.74934789	10.39120962	10.69060597	11.03923348	10.79799765	10.85890194	10.89375641	11.16768017	11.06176592	11.12186132
mmu-miR-155-3p	3.862331409	3.653633238	4.50959882	4.411969568	4.309266453	4.02329955	3.368657733	4.202303235	3.850813125	4.146362973	4.205821059	4.006420717	3.210734572	3.29783603	3.550822225	2.759723421	2.703825834	3.416172497
mmu-miR-10b-5p	9.071608397	9.075797538	8.667266864	8.366196262	9.487427315	10.69540598	11.12355491	9.163586022	9.607096252	7.488057983	8.962404134	10.80053108	8.927305769	9.051647119	8.593921745	10.10351699	9.379998944	7.803156828
mmu-miR-181a-5p	17.7620571	17.52996406	18.30282077	17.65676488	17.92022493	17.80465769	17.94697378	17.82402109	18.11787293	17.96624925	18.21589132	18.16094123	17.92959773	18.09985098	18.41613166	17.82384073	18.48741415	18.45268885
mmu-miR-182-5p	11.84687852	12.29688344	11.3433946	11.27889368	11.92911361	12.62937342	12.27625555	11.58904392	11.90747438	10.63238181	11.47768931	11.738711	10.93144615	11.43901473	11.17784571	10.83583616	11.40453426	10.70229395
mmu-miR-183-5p	1.460777192	1.558657298	0.91386805	1.229303072	1.679352845	2.681325959	1.270547222	1.682842825	1.617336105	1.142959784	0.804288662	1.197083135	1.273905612	1.297532534	1.453295402	1.430303483	1.32872736	1.517617813
mmu-miR-185-5p	6.365817343	6.758987905	6.039219293	5.978664161	6.600000422	6.958522356	6.955231633	6.444872835	6.72966062	6.078162133	6.216834352	6.962158845	7.569567807	7.213871495	6.521553482	7.633199837	6.945228435	7.157947718
mmu-miR-185-3p	1.94974624	1.863880105	2.140165728	1.991752616	1.698117259	2.434744967	1.190502738	2.117495097	1.90172423	2.113484714	1.71776964	1.521336753	2.717402962	2.626601762	1.4122869	1.731636146	1.381709411	2.381513267
mmu-miR-186-5p	13.59341253	13.71947625	13.0895099	12.76623764	13.47505638	15.01614107	15.10093422	13.42520004	14.15529719	12.57999593	13.6692203	15.22999715	13.53812808	13.70083106	13.68978746	14.60763234	14.11237827	13.14420376
mmu-miR-186-3p	3.89239124	4.396697318	3.531546981	3.390160515	3.822146959	5.303941252	5.978034961	4.140053897	4.198330277	2.750220911	3.237526065	5.828615122	3.533998964	3.664862086	3.397643478	4.785789092	3.77929118	2.42048284
mmu-miR-188-5p	5.141609826	5.136552021	5.39166144	6.142399243	6.061714177	5.255466188	5.825167617	6.074248974	5.030335513	6.419108449	5.103280964	4.706988481	6.383240372	5.670636966	5.722316516	5.970181881	6.232927293	6.260809671
mmu-miR-188-3p	5.480543067	5.680841253	5.25129349	5.94579822	6.228384303	6.230847794	6.892851735	6.296067609	5.851721749	6.084669902	6.316789619	6.274221598	6.720653135	6.725972384	6.141020972	7.305090417	6.954172512	6.118609148
mmu-miR-24-1-5p	5.565887915	5.610787254	5.180523315	5.10244852	5.203080181	5.700595257	5.534072061	5.256722583	5.339315956	4.451725235	4.226053384	5.461241583	4.289838027	3.965726777	5.138598596	4.573411703	4.566128626	4.036539851
mmu-miR-24-3p	12.18013375	11.91137357	12.00247667	11.45249729	11.73893269	12.25946855	12.20449461	11.5577151	11.41751806	11.37487488	11.42010645	11.64128944	11.34008039	10.69477512	11.31534922	11.2045017	11.17365655	10.78946406
mmu-miR-190a-5p	2.512603854	2.555542256	2.154918186	2.268836611	2.31619965	2.86814227	2.837188173	2.723758508	2.85526901	2.665364159	2.510773364	2.043313129	2.549718329	2.748558859	3.324087116	3.3746707	3.111075947	3.021037218
mmu-miR-190a-3p	1.658592123	1.482897016	0.726106993	1.096679252	1.644450836	1.58952092	2.110934911	1.860841279	1.932970567	0.881110796	1.184804817	3.039564036	1.436675174	1.24944427	1.766905432	1.382236335	1.794613284	1.56985639
mmu-miR-191-5p	18.53400481	18.75863815	18.41374144	18.01709281	18.38612425	18.96629421	18.79048941	18.08478527	18.41979096	17.75187825	18.47990125	18.33474935	18.0040061	18.10755512	18.1295071	18.44104994	18.25306419	17.91909573
mmu-miR-191-3p	8.536641972	8.666001297	8.941540896	8.692194619	8.407155719	7.82193108	7.509582593	7.9859647	7.946489975	8.30072825	8.177711306	7.652532984	7.919840914	7.634290982	7.922437287	7.326121588	7.649705873	7.858139703
mmu-miR-193a-3p	1.387911794	2.067330733	1.913975412	1.932272042	1.877703187	0.908764366	1.742145186	1.773058712	1.12537092	1.392972692	0.999531823	0.633275723	1.089729677	1.473250346	1.486262934	1.433724046	2.190037531	1.86590952
mmu-miR-194-5p	6.479622252	6.277638049	6.687619183	6.761489389	6.631489526	6.40965944	6.13177363	6.265594975	6.25401606	6.881088969	6.637946981	6.17696404	6.935542157	6.679731263	6.872581881	6.611182389	6.789114673	7.16244929
mmu-miR-195a-5p	2.661123719	3.160022796	2.633862377	2.694245998	2.354572346	2.459610087	2.103054798	2.824282795	2.650671718	2.685693852	3.455578983	2.912307557	3.033683449	3.203059081	3.13057105	3.789267599	3.471617847	2.876343058
mmu-miR-199a-5p	1.858535175	1.012088446	1.279453697	1.875635966	0.669337059	1.371349065	2.179654024	1.779521413	1.526492347	1.197406549	1.185925175	1.340880224	1.177109667	1.370912402	1.370248243	1.699329655	1.346742927	1.119566115
mmu-miR-200b-5p	1.698493766	1.203876414	1.670508406	1.400101975	1.716025323	1.648776055	1.612830407	1.733182984	1.082220355	1.271749817	1.269261745	2.044352657	1.4180338	1.259168752	1.675302076	1.637240945	1.085811444	2.076169903
mmu-miR-200b-3p	3.555067204	2.372124499	3.865880339	4.725144226	3.822447698	4.119681794	3.894264006	4.001628123	3.779632786	3.876898244	4.11860412	3.879924998	3.892076084	3.341452273	4.006625839	3.459239809	3.54732354	3.262502259
mmu-miR-201-5p	0.619564455	0.863496761	0.644982603	0.66132502	0.396008388	0.817403996	1.732412031	1.251753672	1.219196516	1.346689701	1.389339323	1.516091916	2.20953382	2.031049516	1.916733854	2.258043727	1.991219335	2.465169859
mmu-miR-143-3p	1.266278044	2.403997261	1.662066256	1.575624731	1.934416455	1.337924227	0.874089615	1.166487908	1.343412775	1.551794619	0.695271813	0.44770096	1.060335807	0.448673951	0.948924338	0.7969523	0.887101932	0.833913088
mmu-miR-30e-5p	1.343842761	1.538359877	1.661172794	1.623068727	2.245689814	2.399138622	1.791872139	1.618099209	1.435248769	0.995957714	0.904101709	0.946808503	1.916872612	2.727797241	1.952768375	3.024732429	2.533381054	2.46692521
mmu-miR-30e-3p	10.94947454	10.92484965	10.85021582	10.71442385	11.19952058	11.80682691	11.64779637	11.03723721	11.41029732	11.12006431	11.39653577	11.5890488	11.53092602	11.49525687	11.40160849	11.43910284	11.36123482	11.19959506
mmu-miR-296-5p	7.360141536	8.311777658	7.665549118	9.049406577	8.338357329	7.517882292	8.190034268	8.878361284	8.374054932	8.02931457	8.342840456	7.772800289	8.036298175	7.882311037	7.975898639	7.547157793	7.664505773	7.602985251
mmu-miR-296-3p	7.399521132	7.410327248	7.431778547	7.917478465	7.487079066	6.755647982	6.882131555	7.227075032	6.943187306	7.932685101	7.034425746	6.820327002	7.627757027	7.365052053	7.348065046	7.05778424	6.872708984	7.223344743
mmu-miR-298-5p	14.14485711	13.94405869	13.67019964	13.97449051	14.01747309	14.74125879	14.56159492	13.90397535	14.34901427	13.39382684	13.56316475	14.08384091	13.12906154	13.46590786	13.39611905	12.94052799	12.94568884	12.83412968
mmu-miR-301a-5p	6.57169192	6.530972436	6.631913093	6.807221207	6.429614779	5.940861198	6.498311227	6.329508395	6.129333922	6.977517399	6.435119556	5.960461672	6.694888795	6.470225931	6.253695751	6.022347981	5.985884362	6.133648918
mmu-miR-301a-3p	13.47968173	13.64044614	13.19168978	12.7421113	13.40171878	14.47080464	14.41137539	13.32498963	13.82775078	12.73032708	13.28518645	14.75308979	13.60548677	13.93618233	14.26050615	14.67937996	14.67829096	14.02377494
mmu-miR-34c-5p	10.07697765	9.694336194	9.684025634	9.563872535	9.732508965	10.31956221	10.15467652	9.394068653	9.696120388	8.742246871	8.466344708	9.450095055	8.725352459	8.890940862	8.955852768	8.824272314	8.890714276	8.628835447
mmu-miR-34c-3p	3.753727628	3.708498664	3.673439606	3.817162278	3.081298737	2.71461257	3.184396285	3.60599406	3.15935338	2.756062458	3.104561609	2.832480945	2.591177856	2.459431366	2.647901424	1.463358419	2.762527745	2.54739261
mmu-miR-34b-5p	5.559252418	5.301336966	4.813076684	4.596327979	5.030015199	5.89953366	5.917920563	4.754658623	4.790155778	3.765263019	2.989977838	4.860359966	4.090752633	3.513544698	3.95778478	4.047283923	4.501631427	3.381173972
mmu-miR-34b-3p	4.261193547	4.194176281	4.155900978	4.797492841	3.762563416	3.042252175	3.703048147	3.850754732	3.235872666	3.200615688	3.831630492	2.66467373	2.659607076	2.897282158	3.052711704	3.273469275	2.396821443	3.284102329
mmu-let-7d-5p	11.10999307	11.07981603	11.21163654	11.23708132	11.20138668	10.98856942	10.78333365	10.97923747	10.99557226	11.46443735	11.1907273	10.67932738	11.21177812	11.08831881	10.723261	10.88538398	10.54994572	10.81792213
mmu-let-7d-3p	9.169504237	9.389714458	8.840916265	10.04753875	9.741691261	9.429577396	9.78357613	9.902182724	9.630583179	9.389579673	9.727097803	9.518433889	9.747136241	9.676347384	9.852990499	9.744896853	9.880964152	9.770049879
mmu-miR-106a-5p	4.628011566	5.376544373	5.131845194	4.552104185	5.544704967	5.843864561	5.151258462	5.443523104	4.985022621	4.305356339	5.027124161	5.396264305	4.334653131	5.026666078	5.452383605	4.339808559	5.209792297	4.802780476
mmu-miR-106a-3p	3.656618727	3.727905263	3.158561212	3.205323384	3.461900365	3.410418254	3.768238113	3.625855002	2.918123269	2.749788726	3.292480177	3.453470913	3.052474539	2.936403772	3.096537245	3.058877688	3.443098878	2.565824295
mmu-miR-106b-5p	10.8270799	10.94994987	11.40223145	11.61240269	11.31068687	10.32847116	10.43733068	11.31840486	10.85610403	11.79074224	11.03953021	10.90845634	11.52477336	11.23527046	11.54076728	10.95906809	11.2194245	11.70739275
mmu-miR-106b-3p	8.513399856	8.59942835	8.65622345	8.706138161	8.638236993	8.456779518	8.413033915	8.435430781	8.368825267	8.750177708	8.560426769	8.053819759	9.039447665	9.157253441	8.648213172	8.999942619	8.581861099	9.11997104
mmu-miR-130b-5p	10.68833699	10.4748487	10.74340804	10.94525178	10.54731717	10.24112911	10.34111042	10.67656144	10.57043897	10.3059144	10.61722492	10.2854312	10.17812886	10.23702147	10.54549807	9.914924335	9.988505044	10.43507999
mmu-miR-130b-3p	12.13686404	12.1737429	12.4282766	12.42663411	12.28812503	12.19913889	12.09934153	12.20094805	12.21008811	12.29614087	12.22261515	11.84416628	11.77890749	11.93762409	12.02743752	11.58116135	11.65058674	12.02206103
mmu-miR-19b-2-5p	3.916698318	3.892833736	3.369912826	3.166836898	3.561150009	3.979343432	3.764281023	3.200279343	3.296643038	2.429791144	2.203088888	4.561329316	2.518965894	2.287755325	2.679734906	2.49553859	2.526448233	2.004913394
mmu-miR-19b-3p	11.81670081	12.61163578	10.82426387	10.35415632	11.50478685	14.32168777	15.25346511	11.77814371	12.61562546	9.52476945	11.34304448	16.35903559	11.72292821	12.71122485	11.95066779	14.45824364	13.52377776	11.48908906
mmu-miR-30c-5p	10.2054942	10.00955738	10.16531155	9.951108344	9.967534716	10.44713245	10.4613098	10.06279874	10.08478818	9.62219105	10.13344307	10.55120512	10.31446973	10.21807093	10.91464894	11.04964998	11.07460665	10.694723
mmu-miR-30c-1-3p	7.73099641	7.775796409	7.635937634	7.597941059	7.554699786	8.377272398	8.050686245	7.593580767	8.136609654	8.060003527	7.957924625	8.518055354	8.017845151	8.175878291	8.44366633	8.35744909	8.188133807	8.037786601
mmu-miR-30d-5p	2.628782621	2.062301811	2.99381518	2.31060318	2.803250875	2.83622657	2.721738461	2.448942507	2.575570878	2.474134691	2.906110341	3.057518645	2.95629403	2.490344156	2.626838078	3.320739454	2.92418924	3.062662766
mmu-miR-30d-3p	9.359920441	9.281334704	9.442612405	9.081672528	9.186472477	9.340557849	9.126203594	8.825959654	9.045892244	9.492497986	8.789664582	9.13431335	9.423869372	9.089593896	9.156797923	8.882252071	8.835139379	9.195784853
mmu-miR-148a-3p	1.183088934	0.888747962	1.450705261	1.084661178	1.790629726	1.732234125	1.694401785	1.301228199	1.075241743	1.361960215	0.878202894	0.483874935	0.849966813	0.486454079	1.619219364	0.849068409	1.846706669	1.424128635
mmu-miR-192-5p	10.94581765	11.1359929	11.33302016	11.11231829	11.10663182	10.74601312	10.63548535	10.90410325	10.84028408	11.50695792	11.26007791	10.76187742	11.0951578	11.17555535	11.07611331	10.56037728	10.73731305	11.22453565
mmu-miR-200a-5p	1.948533444	1.699783521	2.626288332	2.60337566	1.908275835	1.921978867	2.374735308	2.218703505	1.793109236	2.73973186	2.290292613	1.140548374	2.512411895	2.293230214	2.568498124	2.513214895	2.167719976	2.861550326
mmu-miR-200a-3p	3.143565698	2.74785313	3.504676872	2.936224001	3.365501861	2.485799982	2.45335485	3.322457993	3.279776109	3.392224406	2.461126056	2.810546157	3.214570987	2.757485872	3.529775474	2.672147529	2.970849553	3.096949419
mmu-let-7b-3p	5.163154086	4.874074662	5.451901948	5.574746768	5.59984867	4.647424798	4.760630428	5.005997183	4.829034384	5.338952999	5.346193121	5.081990558	4.833034849	4.48411081	4.987073153	4.024610542	4.775452283	4.703228115
mmu-let-7c-5p	3.221340283	3.324272049	3.575807294	3.549865385	3.07340151	2.843803378	2.815199464	3.086957005	3.262814796	3.771631168	3.219534824	3.306194335	3.798698952	3.550480696	3.237379154	3.588352471	3.380581204	3.346364067
mmu-let-7f-5p	14.1868149	14.31260543	14.29105045	14.27020754	14.36978683	14.31943369	14.10899031	14.09418303	14.25236632	14.43561812	14.28445769	14.11478009	14.35008756	14.40887703	14.13642304	14.29224231	14.0774507	14.16035968
mmu-let-7f-1-3p	3.608322617	3.521246526	4.060140643	3.82316064	3.519727291	3.615482885	3.320183616	3.134289714	2.635728351	4.031351947	3.155582683	2.716385534	3.18172687	2.954669361	3.183861154	2.899121019	2.778185372	2.648791257
mmu-let-7f-2-3p	1.984976061	2.134051033	2.79774883	3.434513262	2.384572768	2.142408507	2.178876196	2.157055156	2.207665537	2.723286116	2.301185444	1.080529567	1.930559044	2.731827631	1.926613609	2.858008502	2.732935919	2.178096878
mmu-miR-15a-5p	11.55352301	11.56173442	11.6518174	11.66655788	11.7449088	11.50152032	11.83941741	11.71369182	11.69086074	11.92513364	11.71124706	11.92114702	11.90110129	11.65774189	12.12247661	11.84463729	11.88968976	11.92245181
mmu-miR-15a-3p	5.085630379	5.180285128	4.979462981	5.563356973	4.888559887	4.49843972	4.852116367	5.051696923	4.649417321	5.259204008	4.385070062	4.321392319	4.908522037	4.608317475	4.948000301	4.624962613	4.842083255	4.821351521
mmu-miR-16-5p	16.46358129	16.45936663	16.43025227	16.33021941	16.48334435	16.49197678	16.89704497	16.59953317	16.72528135	16.58543423	16.92888267	16.92102481	16.68893518	16.62224294	16.99660237	16.72429024	16.8395551	16.65392472
mmu-miR-16-1-3p	4.010900672	4.094977271	3.317198881	3.718162336	3.741952519	3.801133096	4.000464861	3.56026806	3.781559969	3.845104966	3.288949929	3.690792317	4.15143518	4.080996306	4.093466251	4.027828194	3.914491851	3.663966416
mmu-miR-16-2-3p	6.33606699	6.722992988	6.313239848	6.464862805	6.528451317	6.508110359	6.737684497	6.780568866	6.367981716	6.238725495	6.560027666	6.306890192	6.708146626	6.700107216	6.834642904	7.164669484	6.894247442	6.777729778
mmu-miR-18a-5p	11.7450088	12.23520634	11.54181954	11.56569117	12.03510865	11.54811463	12.23614835	11.74050565	11.73698065	11.26294213	11.1932114	12.15949592	11.28068363	10.97035065	11.62817957	11.82927116	11.64266173	10.73383329
mmu-miR-18a-3p	6.408634679	6.276762854	6.526288439	6.384131749	6.380116461	6.106679041	6.077747943	6.121948657	6.182032762	6.115110288	6.107628062	5.7739672	5.785404833	5.497430214	5.724984508	5.473440388	5.34190022	5.931781953
mmu-miR-20a-5p	13.30312439	13.35921395	13.00005075	12.72261996	13.22216676	13.77740725	13.61327397	12.91784142	13.04126429	12.59300316	12.68900424	13.40454455	12.88711941	12.58117194	12.79629177	12.9055961	12.64121464	12.16208866
mmu-miR-20a-3p	4.506771939	4.506721294	4.25592432	3.972083194	4.357195645	4.248131556	4.349215408	4.053479091	4.047679631	3.274273835	3.881507539	3.799060549	3.428622551	3.331884401	3.885630713	3.825530734	3.171020504	2.955950561
mmu-miR-21a-5p	14.38962663	14.28579271	14.58685044	14.08969547	14.32446152	14.52125055	14.42404041	14.16058238	14.38082087	14.65559874	14.47300046	14.69514416	14.83290841	15.20091605	15.20435941	15.38552508	15.3365712	15.38366673
mmu-miR-21a-3p	9.863181212	10.15026289	10.14831082	10.18378921	10.27142233	9.371875487	9.674719495	9.562099375	10.22162904	10.94355424	9.097269606	10.1486065	10.02204462	9.895605632	10.30075556	9.125625184	9.779999492	10.35578855
mmu-miR-22-5p	2.657117279	2.89595097	2.65734615	2.870019177	2.703341277	2.169382594	2.645883912	2.212305459	2.328204624	3.395140479	2.573064576	2.92202621	3.637054188	3.052631604	3.798761384	3.768620465	4.174047036	4.023622273
