miRNA	Gene	Input
mmu-miR-6344	Fam222b	-1
mmu-miR-6344	Zfp800	-1
mmu-miR-6344	Cbln4	-1
mmu-miR-6344	Fbxo22	-1
mmu-miR-6344	Tenm3	-1
mmu-miR-6344	Med13	-1
mmu-miR-6344	Nrg2	-1
mmu-miR-6344	Rbfox1	-1
mmu-miR-6344	Cep41	-1
mmu-miR-6344	Smarca1	-1
mmu-miR-6344	Cnot4	-1
mmu-miR-6344	Arhgef33	-1
mmu-miR-6344	Zfp704	-1
mmu-miR-6344	Nipbl	-1
mmu-miR-6344	Gpc6	-1
mmu-miR-6344	Ski	-1
mmu-miR-6344	Tnrc6b	-1
mmu-miR-6344	Ssbp3	-1
mmu-miR-6344	Cmip	-1
mmu-miR-6344	Tfap2b	-1
mmu-miR-6344	Nbeal1	-1
mmu-miR-6344	Gab2	-1
mmu-miR-6344	Pak2	-1
mmu-miR-6344	Sox2	-1
mmu-miR-6344	Gnai2	-1
mmu-miR-6344	Tob2	-1
mmu-miR-6344	Plscr4	-1
mmu-miR-6344	Esyt2	-1
mmu-miR-6344	Ptprj	-1
mmu-miR-6344	Rc3h1	-1
mmu-miR-6344	Cadm2	-1
mmu-miR-6344	Kpna1	-1
mmu-miR-6344	Kdm6b	-1
mmu-miR-6344	Ctnnd2	-1
mmu-miR-6345	Gpcpd1	-1
mmu-miR-6345	Mmgt1	-1
mmu-miR-6345	Sqle	-1
mmu-miR-6345	Zfp513	-1
mmu-miR-6345	Sp4	-1
mmu-miR-6345	Me2	-1
mmu-miR-6345	Nucks1	-1
mmu-miR-6345	Nfat5	-1
mmu-miR-6345	Maneal	-1
mmu-miR-7080-3p	Golm2	-1
mmu-miR-7080-3p	Acad11	-1
mmu-miR-7080-3p	Ogt	-1
mmu-miR-7080-3p	Drd1	-1
mmu-miR-7080-3p	Sntg2	-1
mmu-miR-7080-3p	Pgrmc2	-1
mmu-miR-7080-3p	Klf11	-1
mmu-miR-7080-3p	Rap2c	-1
mmu-miR-7080-3p	Atp1b1	-1
mmu-miR-7080-3p	Ube2q2	-1
mmu-miR-6348	Mpp7	-1
mmu-miR-6348	Rbms1	-1
mmu-miR-6348	Gm11544	-1
mmu-miR-6348	Med14	-1
mmu-miR-6348	Mex3c	-1
mmu-miR-6348	Trub2	-1
mmu-miR-6348	Sash3	-1
mmu-miR-6349	Pdik1l	-1
mmu-miR-6349	Ets1	-1
mmu-miR-6349	Glcci1	-1
mmu-miR-6349	Coro1c	-1
mmu-miR-6349	Hacd3	-1
mmu-miR-6349	Snx2	-1
mmu-miR-6349	Cd2ap	-1
mmu-miR-6349	Ust	-1
mmu-miR-6349	Cap1	-1
mmu-miR-6349	Pik3c2a	-1
mmu-miR-6349	Ktn1	-1
mmu-miR-6349	Pax7	-1
mmu-miR-6349	Trim2	-1
mmu-miR-6349	Caap1	-1
mmu-miR-6349	Nfatc3	-1
mmu-miR-6349	Ccdc166	-1
mmu-miR-6349	Slc39a10	-1
mmu-miR-6349	G6pdx	-1
mmu-miR-6349	Xpo6	-1
mmu-miR-6349	Sri	-1
mmu-miR-6349	Foxp1	-1
mmu-miR-6349	Mctp1	-1
mmu-miR-6349	Hmcn1	-1
mmu-miR-6349	Ankrd29	-1
mmu-miR-6349	Gja1	-1
mmu-miR-6349	Frs2	-1
mmu-miR-6349	Sec61a1	-1
mmu-miR-6349	Bdnf	-1
mmu-miR-6349	Kif2a	-1
mmu-miR-6349	Twf1	-1
mmu-miR-6349	Ss18	-1
mmu-miR-6349	Kmt2e	-1
mmu-miR-6349	Mmd	-1
mmu-miR-6349	Eif1ax	-1
mmu-miR-6349	Unc119b	-1
mmu-miR-6349	Cdk14	-1
mmu-miR-6349	Utrn	-1
mmu-miR-6335	Sestd1	-1
mmu-miR-6335	Paip1	-1
mmu-miR-6335	Ski	-1
mmu-miR-6335	Socs5	-1
mmu-miR-6335	Lhfp	-1
mmu-miR-6335	Amph	-1
mmu-miR-6335	Fbxo33	-1
mmu-miR-6335	Ccdc12	-1
mmu-miR-6335	Gpr158	-1
mmu-miR-6335	Dennd1b	-1
mmu-miR-6335	Tspan2	-1
mmu-miR-767	Pafah1b1	-1
mmu-miR-767	Oxtr	-1
mmu-miR-767	Wdfy1	-1
mmu-miR-767	Sestd1	-1
mmu-miR-767	Nfia	-1
mmu-miR-767	Col6a3	-1
mmu-miR-767	Atrn	-1
mmu-miR-767	Xkr4	-1
mmu-miR-767	Scai	-1
mmu-miR-767	Tet1	-1
mmu-miR-767	Morf4l2	-1
mmu-miR-767	Smad6	-1
mmu-miR-767	Peg10	-1
mmu-miR-767	Tet2	-1
mmu-miR-767	Stk38	-1
mmu-miR-767	N4bp2l1	-1
mmu-miR-767	Mycn	-1
mmu-miR-767	Bach2	-1
mmu-miR-767	Klf2	-1
mmu-miR-767	Crispld1	-1
mmu-miR-767	Plxnc1	-1
mmu-miR-762	Clcnka	-1
mmu-miR-762	Bptf	-1
mmu-miR-762	Aldoa	-1
mmu-miR-762	Nfix	-1
mmu-miR-762	Rnf150	-1
mmu-miR-762	Ucp2	-1
mmu-miR-762	Anks1b	-1
mmu-miR-762	Nectin1	-1
mmu-miR-762	Pacs1	-1
mmu-miR-7043-5p	Mbnl1	-1
mmu-miR-7043-5p	Lpp	-1
mmu-miR-7043-5p	Kdm7a	-1
mmu-miR-7043-5p	Rab30	-1
mmu-miR-7043-5p	Smarcad1	-1
mmu-miR-7043-5p	Epm2aip1	-1
mmu-miR-7043-5p	Cxcl13	-1
mmu-miR-7043-5p	Setd5	-1
mmu-miR-7043-5p	Arcn1	-1
mmu-miR-7043-5p	Rgs7bp	-1
mmu-miR-7043-5p	Miga1	-1
mmu-miR-7043-5p	Slc4a7	-1
mmu-miR-7043-5p	Slc9a6	-1
mmu-miR-7043-5p	Ebf1	-1
mmu-miR-761	Rubcn	-1
mmu-miR-761	Zfand3	-1
mmu-miR-761	Fbln5	-1
mmu-miR-761	Rapgefl1	-1
mmu-miR-761	Slc8a1	-1
mmu-miR-761	Rexo2	-1
mmu-miR-761	Sall4	-1
mmu-miR-761	Sema4d	-1
mmu-miR-761	Tmem161b	-1
mmu-miR-761	Stx8	-1
mmu-miR-761	Il17rd	-1
mmu-miR-761	Myoz3	-1
mmu-miR-761	Tanc2	-1
mmu-miR-761	Mlxip	-1
mmu-miR-761	Hmg20a	-1
mmu-miR-761	Cpsf4	-1
mmu-miR-761	Kbtbd2	-1
mmu-miR-761	Fgfr1	-1
mmu-miR-761	Creb1	-1
mmu-miR-761	Luzp1	-1
mmu-miR-761	Naa15	-1
mmu-miR-761	Dolpp1	-1
mmu-miR-761	Usp20	-1
mmu-miR-761	Nufip2	-1
mmu-miR-761	Snx12	-1
mmu-miR-761	1810013L24Rik	-1
mmu-miR-344e-3p	Cpeb4	-1
mmu-miR-344e-3p	Kirrel	-1
mmu-miR-344e-3p	Nppc	-1
mmu-miR-344e-3p	Sema3e	-1
mmu-miR-344e-3p	Ets1	-1
mmu-miR-344e-3p	Caps2	-1
mmu-miR-344e-3p	Tnfsf11	-1
mmu-miR-344e-3p	Lcorl	-1
mmu-miR-344e-3p	Tmem108	-1
mmu-miR-344e-3p	Kat6a	-1
mmu-miR-344e-3p	St8sia4	-1
mmu-miR-344e-3p	Fancf	-1
mmu-miR-344e-3p	Arid2	-1
mmu-miR-344e-3p	Gucy1a2	-1
mmu-miR-344e-3p	Cdk13	-1
mmu-miR-344e-3p	Pde4b	-1
mmu-miR-344e-3p	Pcdh8	-1
mmu-miR-344e-3p	Smad7	-1
mmu-miR-344e-3p	Baz2b	-1
mmu-miR-344e-3p	Tex14	-1
mmu-miR-344e-3p	Vps26c	-1
mmu-miR-344e-3p	Gad1	-1
mmu-miR-344e-3p	Itga2	-1
mmu-miR-344e-3p	Msi2	-1
mmu-miR-344e-3p	Hnf4g	-1
mmu-miR-344e-3p	Pbrm1	-1
mmu-miR-344e-3p	Frzb	-1
mmu-miR-344e-3p	Tbx4	-1
mmu-miR-344e-3p	Aff4	-1
mmu-miR-344e-3p	Zbtb44	-1
mmu-miR-7055-3p	Rgs6	-1
mmu-miR-7055-3p	Sstr3	-1
mmu-miR-7055-3p	Pkn2	-1
mmu-miR-7055-3p	Bnip3	-1
mmu-miR-7055-3p	Chm	-1
mmu-miR-6338	Ctdnep1	-1
mmu-miR-6338	Rbms3	-1
mmu-miR-6338	Wnk1	-1
mmu-miR-6338	Onecut2	-1
mmu-miR-6338	Zkscan8	-1
mmu-miR-6338	Hic2	-1
mmu-miR-6338	Pou2f2	-1
mmu-miR-6338	Rfx6	-1
mmu-miR-6338	Mdga2	-1
mmu-miR-6338	Tmem30a	-1
mmu-miR-6338	Ralbp1	-1
mmu-miR-6338	Sorl1	-1
mmu-miR-6338	Tab3	-1
mmu-miR-6338	Ephb1	-1
mmu-miR-6338	Col11a1	-1
mmu-miR-6338	Ranbp9	-1
mmu-miR-6338	Retnlb	-1
mmu-miR-6338	Rab18	-1
mmu-miR-8103	Map2k4	-1
mmu-miR-8103	Gm14434	-1
mmu-miR-8103	Zfp942	-1
mmu-miR-8103	Zfp729b	-1
mmu-miR-8103	Gm14322	-1
mmu-miR-8103	Mical3	-1
mmu-miR-8103	Klhl29	-1
mmu-miR-8103	Gm6710	-1
mmu-miR-8103	Zfp935	-1
mmu-miR-8103	2210418O10Rik	-1
mmu-miR-8103	Zfp981	-1
mmu-miR-8103	Nr2c2	-1
mmu-miR-8103	Rex2	-1
mmu-miR-8103	Gm14326	-1
mmu-miR-8103	Zfp973	-1
mmu-miR-8103	Gm14325	-1
mmu-miR-8103	Zfp600	-1
mmu-miR-8103	Zfp980	-1
mmu-miR-8103	Zfp120	-1
mmu-miR-8103	Zfp820	-1
mmu-miR-8103	Zfp970	-1
mmu-miR-8103	Zfp966	-1
mmu-miR-8103	Gm14308	-1
mmu-miR-8103	Gm2026	-1
mmu-miR-8103	Gm14391	-1
mmu-miR-8103	Zfp967	-1
mmu-miR-8103	Zfp965	-1
mmu-miR-8103	Gm4724	-1
mmu-miR-8103	Gm14296	-1
mmu-miR-8103	Gm14440	-1
mmu-miR-8100	Fdft1	-1
mmu-miR-8100	Kcnj6	-1
mmu-miR-8100	Camk1d	-1
mmu-miR-8100	Mgat5b	-1
mmu-miR-8100	Prkce	-1
mmu-miR-8100	Sec22c	-1
mmu-miR-8100	Trp53inp1	-1
mmu-miR-8100	Ranbp10	-1
mmu-miR-8100	Cpsf7	-1
mmu-miR-8100	Csnk1g1	-1
mmu-miR-8100	Wasf1	-1
mmu-miR-8100	Sbk3	-1
mmu-miR-8100	Zfp286	-1
mmu-miR-8100	Erv3	-1
mmu-miR-8100	Mlph	-1
mmu-miR-8100	Card10	-1
mmu-miR-8100	Adrb3	-1
mmu-miR-8100	Lrrc59	-1
mmu-miR-8107	Map1b	-1
mmu-miR-8107	Rcan2	-1
mmu-miR-8107	Zic1	-1
mmu-miR-8107	Fam104a	-1
mmu-miR-8107	Zfp704	-1
mmu-miR-8107	G3bp2	-1
mmu-miR-8107	Laptm4a	-1
mmu-miR-8107	Nol4	-1
mmu-miR-8107	Nexmif	-1
mmu-miR-8107	Cdk14	-1
mmu-miR-8106	Gpr63	-1
mmu-miR-8106	Pank1	-1
mmu-miR-8106	Jade1	-1
mmu-miR-8106	Itk	-1
mmu-miR-8106	Xpo7	-1
mmu-miR-34a-5p	Erc1	-1
mmu-miR-34a-5p	Scn2b	-1
mmu-miR-34a-5p	Pkp4	-1
mmu-miR-34a-5p	Fbxo30	-1
mmu-miR-34a-5p	Arhgap26	-1
mmu-miR-34a-5p	E2f5	-1
mmu-miR-34a-5p	Fam76a	-1
mmu-miR-34a-5p	Ppp1r11	-1
mmu-miR-34a-5p	Mpp2	-1
mmu-miR-34a-5p	Numbl	-1
mmu-miR-34a-5p	Cntn2	-1
mmu-miR-34a-5p	Gmnc	-1
mmu-miR-34a-5p	Slc44a2	-1
mmu-miR-34a-5p	Hcn3	-1
mmu-miR-34a-5p	Atp2b4	-1
mmu-miR-34a-5p	Pdgfra	-1
mmu-miR-34a-5p	Tbl1xr1	-1
mmu-miR-34a-5p	Tbc1d2b	-1
mmu-miR-34a-5p	Fut8	-1
mmu-miR-34a-5p	Abr	-1
mmu-miR-34a-5p	Srpr	-1
mmu-miR-34a-5p	Vamp2	-1
mmu-miR-34a-5p	Fam83h	-1
mmu-miR-34a-5p	Mllt3	-1
mmu-miR-34a-5p	Rras	-1
mmu-miR-34a-5p	Met	-1
mmu-miR-34a-5p	Tmed8	-1
mmu-miR-34a-5p	Syt1	-1
mmu-miR-34a-5p	Satb2	-1
mmu-miR-34a-5p	Notch1	-1
mmu-miR-34a-5p	Pacs1	-1
mmu-miR-34a-5p	Foxn2	-1
mmu-miR-1968-3p	Ntng1	-1
mmu-miR-1968-3p	Zfp711	-1
mmu-miR-1968-3p	Adcyap1r1	-1
mmu-miR-1968-3p	Arpc5l	-1
mmu-miR-1968-3p	Csnk2a1	-1
mmu-miR-8108	Pou3f3	-1
mmu-miR-8108	Nr6a1	-1
mmu-miR-8108	Fbrs	-1
mmu-miR-8108	Ptprf	-1
mmu-miR-8108	Kcnk3	-1
mmu-miR-8108	Plagl1	-1
mmu-miR-8108	Adcy9	-1
mmu-miR-8108	Heyl	-1
mmu-miR-370-3p	Fam114a2	-1
mmu-miR-370-3p	Smad1	-1
mmu-miR-370-3p	Ino80	-1
mmu-miR-370-3p	Klf12	-1
mmu-miR-370-3p	Mlec	-1
mmu-miR-6397	Camk1d	-1
mmu-miR-6397	6720489N17Rik	-1
mmu-miR-6397	Nell1	-1
mmu-miR-6397	Zfp120	-1
mmu-miR-6397	Eif4b	-1
mmu-miR-6398	Sestd1	-1
mmu-miR-6398	Nova1	-1
mmu-miR-6398	Zfp711	-1
mmu-miR-6398	Samd8	-1
mmu-miR-6398	Chic1	-1
mmu-miR-6398	Styk1	-1
mmu-miR-6398	Bach2	-1
mmu-miR-6398	Sfpq	-1
mmu-miR-6398	Frmd3	-1
mmu-miR-369-3p	Kif20a	-1
mmu-miR-369-3p	Tle4	-1
mmu-miR-369-3p	Csn2	-1
mmu-miR-369-3p	Cemip	-1
mmu-miR-369-3p	Rap1b	-1
mmu-miR-369-3p	Trp53inp1	-1
mmu-miR-369-3p	Homer1	-1
mmu-miR-369-3p	Ythdf1	-1
mmu-miR-369-3p	Fancf	-1
mmu-miR-369-3p	Fnip1	-1
mmu-miR-369-3p	Pde4b	-1
mmu-miR-369-3p	Ric1	-1
mmu-miR-369-3p	Zswim6	-1
mmu-miR-369-3p	Lin54	-1
mmu-miR-369-3p	Ptpn12	-1
mmu-miR-369-3p	Relch	-1
mmu-miR-369-3p	Tbx4	-1
mmu-miR-7226-3p	Fst	-1
mmu-miR-7226-3p	Epm2aip1	-1
mmu-miR-7226-3p	Ptpn5	-1
mmu-miR-7226-3p	Vps26b	-1
mmu-miR-7226-3p	Ildr2	-1
mmu-miR-7226-3p	Tbcel	-1
mmu-miR-7226-3p	Tph2	-1
mmu-miR-7226-3p	Aff4	-1
mmu-miR-6399	Cpeb2	-1
mmu-miR-6399	Akap10	-1
mmu-miR-6399	Brdt	-1
mmu-miR-6399	Numb	-1
mmu-miR-6399	St18	-1
mmu-miR-6399	Zfp770	-1
mmu-miR-6399	Epc2	-1
mmu-miR-6399	Rbm12	-1
mmu-miR-6399	Fut9	-1
mmu-miR-3620-3p	Ubn2	-1
mmu-miR-3620-3p	Onecut2	-1
mmu-miR-3620-3p	Nudt16l1	-1
mmu-miR-3620-3p	Trrap	-1
mmu-miR-3620-3p	Fbxo27	-1
mmu-miR-6394	Arid3a	-1
mmu-miR-6394	Irf4	-1
mmu-miR-6394	Vdr	-1
mmu-miR-6394	Sstr3	-1
mmu-miR-6394	Crb2	-1
mmu-miR-6394	Nup210	-1
mmu-miR-6394	Kcns3	-1
mmu-miR-6394	Scn2b	-1
mmu-miR-6394	Zfp523	-1
mmu-miR-6394	Lfng	-1
mmu-miR-6394	E2f2	-1
mmu-miR-6394	Nrm	-1
mmu-miR-6394	Ovol1	-1
mmu-miR-6394	Kcnk10	-1
mmu-miR-6394	Sgpl1	-1
mmu-miR-6394	Atxn1	-1
mmu-miR-6394	Ppp4r3a	-1
mmu-miR-6394	Pi4k2b	-1
mmu-miR-6394	Npl	-1
mmu-miR-6394	Sbno1	-1
mmu-miR-6394	Cgn	-1
mmu-miR-6394	Triap1	-1
mmu-miR-6394	Blzf1	-1
mmu-miR-6394	Slc25a35	-1
mmu-miR-6394	Zfp704	-1
mmu-miR-6394	Taz	-1
mmu-miR-6394	Stard13	-1
mmu-miR-6394	Bmf	-1
mmu-miR-6394	Grsf1	-1
mmu-miR-6394	Necab3	-1
mmu-miR-6394	Osbpl9	-1
mmu-miR-6394	Zfp518a	-1
mmu-miR-6394	Acer2	-1
mmu-miR-6394	Dynlt3	-1
mmu-miR-6394	Sec14l2	-1
mmu-miR-6394	Tnfsf4	-1
mmu-miR-6394	Bap1	-1
mmu-miR-6391	Hdhd5	-1
mmu-miR-6391	Unc5b	-1
mmu-miR-6391	Csgalnact2	-1
mmu-miR-6391	Mvd	-1
mmu-miR-6391	Fam83h	-1
mmu-miR-6391	Mycbp2	-1
mmu-miR-6391	Ppp1r2	-1
mmu-miR-6391	Arhgap21	-1
mmu-miR-6391	Iqgap2	-1
mmu-miR-6391	Cemip	-1
mmu-miR-6391	Ttn	-1
mmu-miR-6391	Mavs	-1
mmu-miR-6391	Fcho2	-1
mmu-miR-6391	Vps13d	-1
mmu-miR-6391	Rex1bd	-1
mmu-miR-6391	Poglut1	-1
mmu-miR-6391	Plxnc1	-1
mmu-miR-6391	Stk40	-1
mmu-miR-6391	Caprin2	-1
mmu-miR-6391	Ergic1	-1
mmu-miR-6391	Tm9sf2	-1
mmu-miR-6391	Kcna2	-1
mmu-miR-6391	Marchf6	-1
mmu-miR-6391	Tns3	-1
mmu-miR-6391	E2f6	-1
mmu-miR-7214-5p	Mef2a	-1
mmu-miR-7214-5p	Mal	-1
mmu-miR-7214-5p	Rbms3	-1
mmu-miR-7214-5p	Zbed4	-1
mmu-miR-7214-5p	Dcx	-1
mmu-miR-7214-5p	Bdnf	-1
mmu-miR-7214-5p	Tbx4	-1
mmu-miR-7214-5p	Csnk1g3	-1
mmu-miR-7214-5p	Prkg1	-1
mmu-miR-7214-5p	Sox6	-1
mmu-miR-7214-5p	Cxadr	-1
mmu-miR-7214-5p	Phip	-1
mmu-miR-7214-5p	Pigm	-1
mmu-miR-7214-5p	Rufy2	-1
mmu-miR-7214-5p	Dnaja1	-1
mmu-miR-7214-5p	Faxc	-1
mmu-miR-7214-5p	Acvr2a	-1
mmu-miR-7214-5p	Ndst3	-1
mmu-miR-7214-5p	Kpnb1	-1
mmu-miR-7214-5p	R3hcc1l	-1
mmu-miR-7214-5p	Tgfb2	-1
mmu-miR-7214-5p	Ldb2	-1
mmu-miR-7214-5p	Fut9	-1
mmu-miR-7214-5p	Pdia6	-1
mmu-miR-7214-5p	Zfp704	-1
mmu-miR-7214-5p	Klf9	-1
mmu-miR-7214-5p	Cul3	-1
mmu-miR-7214-5p	Nova2	-1
mmu-miR-7214-5p	Lgalsl	-1
mmu-miR-7214-5p	Zeb1	-1
mmu-miR-7214-5p	Lpar1	-1
mmu-miR-7214-5p	Sim1	-1
mmu-miR-7214-5p	Zfp40	-1
mmu-miR-7214-5p	Tmed8	-1
mmu-miR-7214-5p	Lrrtm2	-1
mmu-miR-7214-5p	Mtmr6	-1
mmu-miR-7214-5p	Cadm2	-1
mmu-miR-6919-5p	Kif1b	-1
mmu-miR-6919-5p	Trip11	-1
mmu-miR-6919-5p	Nbeal2	-1
mmu-miR-6919-5p	Tes	-1
mmu-miR-6919-5p	Erg	-1
mmu-miR-6919-5p	Nr2e1	-1
mmu-miR-6919-5p	Mpzl1	-1
mmu-miR-6919-5p	Snrpb	-1
mmu-miR-3092-5p	Aak1	-1
mmu-miR-3092-5p	Ptbp3	-1
mmu-miR-3092-5p	Nfib	-1
mmu-miR-3092-5p	Creb3l2	-1
mmu-miR-3092-5p	Pcdh17	-1
mmu-miR-3092-5p	Dcx	-1
mmu-miR-3092-5p	Hccs	-1
mmu-miR-3092-5p	Lypd6	-1
mmu-miR-3092-5p	C1qtnf1	-1
mmu-miR-3092-5p	Kat6a	-1
mmu-miR-3092-5p	Elovl2	-1
mmu-miR-3092-5p	Sema5a	-1
mmu-miR-3092-5p	Kctd5	-1
mmu-miR-3092-5p	Papola	-1
mmu-miR-3092-5p	Cul3	-1
mmu-miR-3092-5p	Fubp1	-1
mmu-miR-3092-5p	Luc7l3	-1
mmu-miR-3092-5p	Nufip2	-1
mmu-miR-6387	Tex2	-1
mmu-miR-6387	Glcci1	-1
mmu-miR-6387	Dlg2	-1
mmu-miR-6387	Xpo6	-1
mmu-miR-6387	Sigmar1	-1
mmu-miR-6387	Pianp	-1
mmu-miR-6387	Cap1	-1
mmu-miR-6387	Pik3c2a	-1
mmu-miR-6387	Nfatc3	-1
mmu-miR-6387	Pcdh15	-1
mmu-miR-6387	Mctp1	-1
mmu-miR-6387	Ss18	-1
mmu-miR-6387	Sec61a1	-1
mmu-miR-6387	Med26	-1
mmu-miR-6387	Mmd	-1
mmu-miR-6384	Tyw5	-1
mmu-miR-6384	Klhl24	-1
mmu-miR-6384	Ttpa	-1
mmu-miR-6384	Naa30	-1
mmu-miR-6384	Fbxo45	-1
mmu-miR-6384	Slain2	-1
mmu-miR-6384	Zfp322a	-1
mmu-miR-6384	Chic1	-1
mmu-miR-6384	Pou3f2	-1
mmu-miR-6384	Trim39	-1
mmu-miR-6384	Grm1	-1
mmu-miR-6384	Map2	-1
mmu-miR-6384	Sp4	-1
mmu-miR-6384	Plxna2	-1
mmu-miR-6384	Zfp975	-1
mmu-miR-6384	Bicd1	-1
mmu-miR-6899-5p	Ppp3r1	-1
mmu-miR-6899-5p	Shisa9	-1
mmu-miR-6899-5p	Mapk9	-1
mmu-miR-6899-5p	Smad4	-1
mmu-miR-6899-5p	Abhd17b	-1
mmu-miR-6899-5p	Dner	-1
mmu-miR-6899-5p	Irf6	-1
mmu-miR-6899-5p	Kcna2	-1
mmu-miR-6899-5p	Atp1b1	-1
mmu-miR-6388	Acss2	-1
mmu-miR-6388	Galnt7	-1
mmu-miR-6388	Cd96	-1
mmu-miR-6388	Ptpn14	-1
mmu-miR-6388	Rasgrf2	-1
mmu-miR-6388	Hspa12a	-1
mmu-miR-6388	Peg10	-1
mmu-miR-6388	Kmt2a	-1
mmu-miR-6388	D5Ertd579e	-1
mmu-miR-6388	Kcnip4	-1
mmu-miR-6389	Cpeb1	-1
mmu-miR-6389	Phaf1	-1
mmu-miR-6389	Fmr1	-1
mmu-miR-6389	Mybl1	-1
mmu-miR-6389	Pou4f1	-1
mmu-miR-6389	Skida1	-1
mmu-miR-6389	Dennd10	-1
mmu-miR-6389	Acsl4	-1
mmu-miR-6389	Vps37a	-1
mmu-miR-6389	Cep170	-1
mmu-miR-6389	Mphosph9	-1
mmu-miR-6389	Kdm2a	-1
mmu-miR-6389	Lcorl	-1
mmu-miR-6389	Sybu	-1
mmu-miR-6389	Arhgap21	-1
mmu-miR-6389	Ulk2	-1
mmu-miR-6389	Ubl3	-1
mmu-miR-6389	Slmap	-1
mmu-miR-6389	Arap2	-1
mmu-miR-6389	Mllt6	-1
mmu-miR-6389	Adcy1	-1
mmu-miR-6389	Map3k12	-1
mmu-miR-6389	Rap2c	-1
mmu-miR-6389	Brwd1	-1
mmu-miR-6389	Tsc1	-1
mmu-miR-6389	Sh3d19	-1
mmu-miR-6389	Clip1	-1
mmu-miR-6389	Btbd7	-1
mmu-miR-6389	Zbtb4	-1
mmu-miR-6389	Zbtb18	-1
mmu-miR-6389	Csmd1	-1
mmu-miR-6389	Fastk	-1
mmu-miR-6389	Cdk19	-1
mmu-miR-6389	Pik3cb	-1
mmu-miR-6389	St18	-1
mmu-miR-6389	Gpr137c	-1
mmu-miR-6389	Wdfy3	-1
mmu-miR-6389	Tbc1d8	-1
mmu-miR-6389	Acvr1	-1
mmu-miR-6389	Sowahb	-1
mmu-miR-6389	Sel1l3	-1
mmu-miR-6389	Eda	-1
mmu-miR-6389	Mbnl1	-1
mmu-let-7c-1-3p	Trio	-1
mmu-let-7c-1-3p	Herc1	-1
mmu-let-7c-1-3p	Rarb	-1
mmu-let-7c-1-3p	Otud1	-1
mmu-let-7c-1-3p	Kmt2c	-1
mmu-let-7c-1-3p	Rdx	-1
mmu-let-7c-1-3p	Arhgap44	-1
mmu-let-7c-1-3p	Atp5md	-1
mmu-let-7c-1-3p	Sinhcaf	-1
mmu-let-7c-1-3p	Tlk1	-1
mmu-let-7c-1-3p	Wnt5b	-1
mmu-let-7c-1-3p	Taok1	-1
mmu-let-7c-1-3p	Eomes	-1
mmu-let-7c-1-3p	Pum1	-1
mmu-let-7c-1-3p	Tmprss11g	-1
mmu-let-7c-1-3p	Myt1l	-1
mmu-let-7c-1-3p	Syt4	-1
mmu-let-7c-1-3p	Rims2	-1
mmu-let-7c-1-3p	Sufu	-1
mmu-let-7c-1-3p	Krit1	-1
mmu-let-7c-1-3p	Grin3a	-1
mmu-let-7c-1-3p	Dnm1l	-1
mmu-let-7c-1-3p	Snrpb2	-1
mmu-let-7c-1-3p	Clk4	-1
mmu-let-7c-1-3p	Skil	-1
mmu-let-7c-1-3p	Plppr1	-1
mmu-let-7c-1-3p	Scaf8	-1
mmu-let-7c-1-3p	Kras	-1
mmu-let-7c-1-3p	Nipbl	-1
mmu-let-7c-1-3p	Ctdspl2	-1
mmu-let-7c-1-3p	Phip	-1
mmu-let-7c-1-3p	Mier3	-1
mmu-let-7c-1-3p	Map4k3	-1
mmu-let-7c-1-3p	Gdnf	-1
mmu-let-7c-1-3p	Pias3	-1
mmu-let-7c-1-3p	Susd6	-1
mmu-let-7c-1-3p	Mbd5	-1
mmu-let-7c-1-3p	Gpm6a	-1
mmu-let-7c-1-3p	Faxc	-1
mmu-let-7c-1-3p	Gna13	-1
mmu-let-7c-1-3p	Arid4b	-1
mmu-let-7c-1-3p	Bcl7a	-1
mmu-let-7c-1-3p	Zbtb33	-1
mmu-let-7c-1-3p	Ppp3r1	-1
mmu-let-7c-1-3p	Sumo2	-1
mmu-let-7c-1-3p	Nsd3	-1
mmu-let-7c-1-3p	Sf3b3	-1
mmu-let-7c-1-3p	Dnaja2	-1
mmu-let-7c-1-3p	Sorbs2	-1
mmu-let-7c-1-3p	Ccna2	-1
mmu-let-7c-1-3p	Evi5	-1
mmu-let-7c-1-3p	Dach1	-1
mmu-let-7c-1-3p	Cdc42se2	-1
mmu-let-7c-1-3p	Nfkbia	-1
mmu-let-7c-1-3p	Nudt21	-1
mmu-let-7c-1-3p	Sec11a	-1
mmu-let-7c-1-3p	Hnrnpu	-1
mmu-let-7c-1-3p	Kpna4	-1
mmu-let-7c-1-3p	Cited2	-1
mmu-let-7c-1-3p	Adamtsl1	-1
mmu-let-7c-1-3p	Rimbp2	-1
mmu-let-7c-1-3p	Pdia3	-1
mmu-let-7c-1-3p	Foxo1	-1
mmu-let-7c-1-3p	Socs4	-1
mmu-let-7c-1-3p	Dscaml1	-1
mmu-let-7c-1-3p	Bmi1	-1
mmu-let-7c-1-3p	Tcerg1l	-1
mmu-let-7c-1-3p	Slitrk6	-1
mmu-let-7c-1-3p	Rapgef2	-1
mmu-let-7c-1-3p	Stat5a	-1
mmu-let-7c-1-3p	Rab40c	-1
mmu-let-7c-1-3p	Phf2	-1
mmu-let-7c-1-3p	Tab3	-1
mmu-let-7c-1-3p	Sox2	-1
mmu-let-7c-1-3p	Rab40b	-1
mmu-let-7c-1-3p	Dock4	-1
mmu-let-7c-1-3p	Grhl2	-1
