TF	TG	Input
phoP	glgX	1
phoP	glgC	1
phoP	glgA	1
phoP	glgP	1
phoP	hdeA	1
phoP	hdeB	1
phoP	yhiD	1
phoP	hdeD	1
phoP	gadE	1
phoP	gadW	1
phoP	malS	1
phoP	metB	1
phoP	metL	1
phoP	purD	1
phoP	purH	1
phoP	treR	1
phoP	mgtA	1
phoP	yneM	1
phoP	mgrR	1
phoP	mgtL	1
bluR	ycgZ	1
bluR	ymgA	1
bluR	ariR	1
bluR	ymgC	1
fadR	sroD	1
fadR	accA	1
fadR	fadE	1
fadR	fadM	1
fadR	fabA	1
fadR	fabH	1
fadR	fabD	1
fadR	fabG	1
fadR	fadR	1
fadR	fabI	1
fadR	fadD	1
fadR	accD	1
fadR	fabB	1
fadR	fadJ	1
fadR	fadI	1
fadR	fadL	1
fadR	fadH	1
fadR	accB	1
fadR	accC	1
fadR	uspA	1
fadR	fadA	1
fadR	fadB	1
fadR	iclR	1
dhaR	dhaM	1
dhaR	dhaL	1
dhaR	dhaK	1
dhaR	dhaR	1
narL	caiF	1
narL	citG	1
narL	citX	1
narL	citF	1
narL	citE	1
narL	citD	1
narL	citC	1
narL	dpiB	1
narL	dpiA	1
narL	moeB	1
narL	moeA	1
narL	hcp	1
narL	hcr	1
narL	cydD	1
narL	cydC	1
narL	dmsA	1
narL	dmsB	1
narL	dmsC	1
narL	focA	1
narL	pflB	1
narL	hyaA	1
narL	hyaB	1
narL	hyaC	1
narL	hyaD	1
narL	hyaE	1
narL	hyaF	1
narL	torC	1
narL	torA	1
narL	torD	1
narL	narK	1
narL	narG	1
narL	narH	1
narL	narJ	1
narL	narI	1
narL	adhE	1
narL	ompW	1
narL	ogt	1
narL	fdnG	1
narL	fdnH	1
narL	fdnI	1
narL	ydeP	1
narL	ynfE	1
narL	ynfF	1
narL	ynfG	1
narL	ynfH	1
narL	dmsD	1
narL	ydhY	1
narL	ydhV	1
narL	ydhW	1
narL	ydhX	1
narL	ydhU	1
narL	ydhT	1
narL	yoaG	1
narL	yeaR	1
narL	ccmH	1
narL	ccmG	1
narL	ccmF	1
narL	ccmE	1
narL	ccmD	1
narL	ccmC	1
narL	ccmB	1
narL	ccmA	1
narL	napC	1
narL	napB	1
narL	napH	1
narL	napG	1
narL	napA	1
narL	napD	1
narL	napF	1
narL	nuoN	1
narL	nuoM	1
narL	nuoL	1
narL	nuoK	1
narL	nuoJ	1
narL	nuoI	1
narL	nuoH	1
narL	nuoG	1
narL	nuoF	1
narL	nuoE	1
narL	nuoC	1
narL	nuoB	1
narL	nuoA	1
narL	norV	1
narL	norW	1
narL	hybO	1
narL	hybA	1
narL	hybB	1
narL	hybC	1
narL	hybD	1
narL	hybE	1
narL	hybF	1
narL	hybG	1
narL	nirB	1
narL	nirD	1
narL	nirC	1
narL	cysG	1
narL	nikA	1
narL	nikB	1
narL	nikC	1
narL	nikD	1
narL	nikE	1
narL	nikR	1
narL	ubiC	1
narL	ubiA	1
narL	nrfA	1
narL	nrfB	1
narL	nrfC	1
narL	nrfD	1
narL	nrfE	1
narL	nrfF	1
narL	nrfG	1
narL	fdhF	1
narL	dcuB	1
narL	fumB	1
narL	dcuR	1
narL	dcuS	1
narL	aspA	1
narL	dcuA	1
narL	frdD	1
narL	frdC	1
narL	frdB	1
narL	frdA	1
narL	ytfE	1
hns	nhaA	1
hns	nhaR	1
hns	caiF	1
hns	caiE	1
hns	caiD	1
hns	caiC	1
hns	caiB	1
hns	caiA	1
hns	caiT	1
hns	leuO	1
hns	leuO	1
hns	ilvI	1
hns	ilvH	1
hns	degP	1
hns	rrsH	1
hns	ileV	1
hns	alaV	1
hns	rrlH	1
hns	rrfH	1
hns	lacZ	1
hns	lacY	1
hns	lacA	1
hns	bolA	1
hns	appY	1
hns	fes	1
hns	entF	1
hns	fepE	1
hns	cydA	1
hns	cydB	1
hns	galE	1
hns	galT	1
hns	galK	1
hns	galM	1
hns	dps	1
hns	cspD	1
hns	lrp	1
hns	cmoM	1
hns	mukF	1
hns	mukE	1
hns	mukB	1
hns	hlyE	1
hns	hlyE	1
hns	hns	1
hns	yciE	1
hns	yciF	1
hns	yciG	1
hns	osmC	1
hns	ydeO	1
hns	ydeP	1
hns	asr	1
hns	flhD	1
hns	flhC	1
hns	ftnA	1
hns	fliA	1
hns	fliZ	1
hns	tcyJ	1
hns	fliC	1
hns	rcsA	1
hns	hchA	1
hns	rcsD	1
hns	rcsB	1
hns	nrdA	1
hns	nrdB	1
hns	yfaE	1
hns	hisP	1
hns	hisM	1
hns	hisQ	1
hns	hisJ	1
hns	evgA	1
hns	evgS	1
hns	cysM	1
hns	cysA	1
hns	cysW	1
hns	cysU	1
hns	cysP	1
hns	csiE	1
hns	rrfG	1
hns	rrlG	1
hns	gltW	1
hns	rrsG	1
hns	csiD	1
hns	lhgO	1
hns	gabD	1
hns	gabT	1
hns	gabP	1
hns	stpA	1
hns	proV	1
hns	proW	1
hns	proX	1
hns	proV	1
hns	proW	1
hns	proX	1
hns	srlA	1
hns	srlE	1
hns	srlB	1
hns	srlD	1
hns	gutM	1
hns	srlR	1
hns	gutQ	1
hns	casA	1
hns	casB	1
hns	casC	1
hns	casD	1
hns	casE	1
hns	cas1	1
hns	cas2	1
hns	mazF	1
hns	mazE	1
hns	relA	1
hns	ssrS	1
hns	fau	1
hns	garP	1
hns	garL	1
hns	garR	1
hns	garK	1
hns	rnpB	1
hns	acrE	1
hns	acrF	1
hns	rrfF	1
hns	thrV	1
hns	rrfD	1
hns	rrlD	1
hns	alaU	1
hns	ileU	1
hns	rrsD	1
hns	gspB	1
hns	gspA	1
hns	gspC	1
hns	gspD	1
hns	gspE	1
hns	gspF	1
hns	gspG	1
hns	gspH	1
hns	gspI	1
hns	gspJ	1
hns	gspK	1
hns	gspL	1
hns	gspM	1
hns	gspO	1
hns	chiA	1
hns	nirB	1
hns	nirD	1
hns	nirC	1
hns	cysG	1
hns	yhiM	1
hns	slp	1
hns	dctR	1
hns	hdeA	1
hns	hdeB	1
hns	yhiD	1
hns	hdeD	1
hns	gadE	1
hns	gadF	1
hns	mdtE	1
hns	mdtF	1
hns	gadW	1
hns	gadX	1
hns	gadW	1
hns	gadA	1
hns	cspA	1
hns	adeD	1
hns	bglG	1
hns	bglF	1
hns	bglB	1
hns	rrsC	1
hns	gltU	1
hns	rrlC	1
hns	rrfC	1
hns	rrsB	1
hns	gltT	1
hns	rrlB	1
hns	rrfB	1
hns	adiY	1
hns	adiA	1
hns	cadB	1
hns	cadA	1
hns	cadC	1
hns	nrdG	1
hns	nrdD	1
hns	fimB	1
hns	fimE	1
hns	fimA	1
hns	fimI	1
hns	fimC	1
hns	fimD	1
hns	fimF	1
hns	fimG	1
hns	fimH	1
hns	yjjP	1
hns	yjjQ	1
hns	bglJ	1
hns	micF	1
hns	hdfR	1
hns	ybdZ	1
cysB	tauA	1
cysB	tauB	1
cysB	tauC	1
cysB	tauD	1
cysB	ybdN	1
cysB	ssuB	1
cysB	ssuC	1
cysB	ssuD	1
cysB	ssuA	1
cysB	ssuE	1
cysB	cysB	1
cysB	yciW	1
cysB	hslJ	1
cysB	dgcZ	1
cysB	tcyP	1
cysB	yoaC	1
cysB	tcyJ	1
cysB	cbl	1
cysB	yfbR	1
cysB	cysK	1
cysB	cysM	1
cysB	cysA	1
cysB	cysW	1
cysB	cysU	1
cysB	cysP	1
cysB	cysD	1
cysB	cysN	1
cysB	cysC	1
cysB	cysH	1
cysB	cysI	1
cysB	cysJ	1
cysB	ygeH	1
puuR	puuA	1
puuR	puuP	1
puuR	puuD	1
puuR	puuR	1
puuR	puuC	1
puuR	puuB	1
puuR	puuE	1
pspF	pspF	1
pspF	pspA	1
pspF	pspB	1
pspF	pspC	1
pspF	pspD	1
pspF	pspE	1
pspF	pspG	1
tyrR	folA	1
tyrR	aroP	1
tyrR	aroL	1
tyrR	yaiA	1
tyrR	aroM	1
tyrR	aroG	1
tyrR	tyrR	1
tyrR	tyrP	1
tyrR	tyrA	1
tyrR	aroF	1
tyrR	mtr	1
tyrR	tyrB	1
pgrR	ycjX	1
pgrR	ycjF	1
pgrR	tyrR	1
pgrR	ycjG	1
pgrR	mpaA	1
pgrR	ycjY	1
pgrR	ymjC	1
pgrR	ymjD	1
fnr	thrA	1
fnr	thrB	1
fnr	thrC	1
fnr	thrL	1
fnr	caiF	1
fnr	caiF	1
fnr	caiE	1
fnr	caiD	1
fnr	caiC	1
fnr	caiB	1
fnr	caiA	1
fnr	caiT	1
fnr	fixA	1
fnr	fixB	1
fnr	fixC	1
fnr	fixX	1
fnr	aroP	1
fnr	pdhR	1
fnr	aceE	1
fnr	aceF	1
fnr	lpd	1
fnr	pdhR	1
fnr	aceE	1
fnr	aceF	1
fnr	lpd	1
fnr	aceE	1
fnr	aceF	1
fnr	aceE	1
fnr	aceF	1
fnr	lpd	1
fnr	pdhR	1
fnr	aceE	1
fnr	aceF	1
fnr	lpd	1
fnr	pdhR	1
fnr	lpd	1
fnr	lpd	1
fnr	glnD	1
fnr	glnD	1
fnr	metQ	1
fnr	metI	1
fnr	metN	1
fnr	gmhB	1
fnr	gmhB	1
fnr	aspV	1
fnr	aspV	1
fnr	yafT	1
fnr	yafT	1
fnr	ddlA	1
fnr	iraP	1
fnr	cyoE	1
fnr	cyoD	1
fnr	cyoC	1
fnr	cyoB	1
fnr	cyoA	1
fnr	glnK	1
fnr	glnK	1
fnr	amtB	1
fnr	amtB	1
fnr	nohB	1
fnr	nohB	1
fnr	fes	1
fnr	entF	1
fnr	fepE	1
fnr	ybdN	1
fnr	citG	1
fnr	citX	1
fnr	citF	1
fnr	citE	1
fnr	citD	1
fnr	citC	1
fnr	dpiB	1
fnr	dpiA	1
fnr	dcuC	1
fnr	glnU	1
fnr	glnV	1
fnr	glnW	1
fnr	glnX	1
fnr	leuW	1
fnr	metT	1
fnr	metU	1
fnr	glnU	1
fnr	glnV	1
fnr	glnW	1
fnr	glnX	1
fnr	leuW	1
fnr	metT	1
fnr	metU	1
fnr	sdhC	1
fnr	sdhD	1
fnr	sdhA	1
fnr	sdhB	1
fnr	sucA	1
fnr	sucB	1
fnr	sucC	1
fnr	sucD	1
fnr	sucA	1
fnr	sucB	1
fnr	sucC	1
fnr	sucD	1
fnr	cydA	1
fnr	cydA	1
fnr	cydA	1
fnr	cydB	1
fnr	cydB	1
fnr	cydB	1
fnr	ybhK	1
fnr	ybhK	1
fnr	moaA	1
fnr	moaA	1
fnr	moaB	1
fnr	moaB	1
fnr	moaC	1
fnr	moaC	1
fnr	moaD	1
fnr	moaD	1
fnr	moaE	1
fnr	moaE	1
fnr	ompX	1
fnr	ybiS	1
fnr	ybiT	1
fnr	ybiT	1
fnr	ybiW	1
fnr	ybiW	1
fnr	ybiY	1
fnr	ybiY	1
fnr	fsaA	1
fnr	fsaA	1
fnr	moeB	1
fnr	moeA	1
fnr	rimO	1
fnr	rimO	1
fnr	bssR	1
fnr	hcp	1
fnr	hcr	1
fnr	hcp	1
fnr	hcr	1
fnr	aqpZ	1
fnr	aqpZ	1
fnr	ybjD	1
fnr	ybjD	1
fnr	cydC	1
fnr	cydD	1
fnr	cydD	1
fnr	cydC	1
fnr	dmsA	1
fnr	dmsA	1
fnr	dmsB	1
fnr	dmsB	1
fnr	dmsC	1
fnr	dmsC	1
fnr	focA	1
fnr	pflB	1
fnr	focA	1
fnr	pflB	1
fnr	focA	1
fnr	pflB	1
fnr	focA	1
fnr	pflB	1
fnr	aspC	1
fnr	aspC	1
fnr	ssuB	1
fnr	ssuC	1
fnr	ssuD	1
fnr	ssuA	1
fnr	ssuE	1
fnr	pyrD	1
fnr	ptsG	1
fnr	ndh	1
fnr	potD	1
fnr	potC	1
fnr	potB	1
fnr	potA	1
fnr	pepT	1
fnr	pepT	1
fnr	iraM	1
fnr	hlyE	1
fnr	dhaM	1
fnr	dhaL	1
fnr	dhaK	1
fnr	dhaR	1
fnr	dhaR	1
fnr	hemA	1
fnr	prfA	1
fnr	prmC	1
fnr	ychO	1
fnr	narL	1
fnr	narL	1
fnr	narX	1
fnr	narX	1
fnr	narK	1
fnr	narK	1
fnr	narK	1
fnr	narG	1
fnr	narG	1
fnr	narH	1
fnr	narH	1
fnr	narJ	1
fnr	narJ	1
fnr	narI	1
fnr	narI	1
fnr	adhE	1
fnr	adhE	1
fnr	adhE	1
fnr	ychE	1
fnr	ychE	1
fnr	yciB	1
fnr	yciB	1
fnr	yciC	1
fnr	yciC	1
fnr	ompW	1
fnr	ompW	1
fnr	ompW	1
fnr	acnA	1
fnr	puuA	1
fnr	puuP	1
fnr	tpx	1
fnr	fnr	1
fnr	fnr	1
fnr	dbpA	1
fnr	dbpA	1
fnr	uspF	1
fnr	aldA	1
fnr	ydcX	1
fnr	ydcX	1
fnr	ydcY	1
fnr	ydcY	1
fnr	yddG	1
fnr	yddG	1
fnr	fdnG	1
fnr	fdnG	1
fnr	fdnG	1
fnr	fdnH	1
fnr	fdnH	1
fnr	fdnH	1
fnr	fdnI	1
fnr	fdnI	1
fnr	fdnI	1
fnr	uxaB	1
fnr	uxaB	1
fnr	ydeJ	1
fnr	ydfZ	1
fnr	tfaQ	1
fnr	tfaQ	1
fnr	ydfN	1
fnr	ydfN	1
fnr	nohA	1
fnr	nohA	1
fnr	ydfO	1
fnr	ydfO	1
fnr	ynfE	1
fnr	ynfE	1
fnr	ynfF	1
fnr	ynfF	1
fnr	ynfG	1
fnr	ynfG	1
fnr	ynfH	1
fnr	ynfH	1
fnr	dmsD	1
fnr	dmsD	1
fnr	ynfK	1
fnr	fumC	1
fnr	fumA	1
fnr	anmK	1
fnr	anmK	1
fnr	slyB	1
fnr	slyB	1
fnr	slyA	1
fnr	slyA	1
fnr	ydhI	1
fnr	ydhI	1
fnr	ydhJ	1
fnr	ydhJ	1
fnr	ydhK	1
fnr	ydhK	1
fnr	ydhT	1
fnr	ydhU	1
fnr	ydhV	1
fnr	ydhW	1
fnr	ydhX	1
fnr	ydhY	1
fnr	ydhY	1
fnr	ydhV	1
fnr	ydhW	1
fnr	ydhX	1
fnr	ydhU	1
fnr	ydhT	1
fnr	pheM	1
fnr	rplT	1
fnr	ydjX	1
fnr	ydjX	1
fnr	ydjY	1
fnr	ydjY	1
fnr	ydjZ	1
fnr	ydjZ	1
fnr	ynjA	1
fnr	ynjA	1
fnr	ynjB	1
fnr	ynjB	1
fnr	ynjC	1
fnr	ynjC	1
fnr	ynjD	1
fnr	ynjD	1
fnr	ynjE	1
fnr	gdhA	1
fnr	msrB	1
fnr	msrB	1
fnr	gapA	1
fnr	yeaD	1
fnr	yeaI	1
fnr	yeaI	1
fnr	zwf	1
fnr	pykA	1
fnr	tar	1
fnr	tap	1
fnr	cheR	1
fnr	cheB	1
fnr	cheY	1
fnr	cheZ	1
fnr	yecR	1
fnr	yecH	1
fnr	tyrP	1
fnr	tyrP	1
fnr	yedE	1
fnr	yedF	1
fnr	nac	1
fnr	yoeA	1
fnr	yoeA	1
fnr	gnd	1
fnr	yeiL	1
fnr	yeiQ	1
fnr	yeiQ	1
fnr	ccmH	1
fnr	ccmG	1
fnr	ccmF	1
fnr	ccmE	1
fnr	ccmD	1
fnr	ccmC	1
fnr	ccmB	1
fnr	ccmA	1
fnr	napC	1
fnr	napB	1
fnr	napH	1
fnr	napG	1
fnr	napA	1
fnr	napD	1
fnr	napF	1
fnr	yfaL	1
fnr	yfaL	1
fnr	nrdA	1
fnr	nrdB	1
fnr	yfaE	1
fnr	glpQ	1
fnr	glpT	1
fnr	glpA	1
fnr	glpB	1
fnr	glpC	1
fnr	arnB	1
fnr	arnC	1
fnr	arnA	1
fnr	arnD	1
fnr	arnT	1
fnr	arnF	1
fnr	nuoN	1
fnr	nuoN	1
fnr	nuoM	1
fnr	nuoM	1
fnr	nuoL	1
fnr	nuoL	1
fnr	nuoK	1
fnr	nuoK	1
fnr	nuoJ	1
fnr	nuoJ	1
fnr	nuoI	1
fnr	nuoI	1
fnr	nuoH	1
fnr	nuoH	1
fnr	nuoG	1
fnr	nuoG	1
fnr	nuoF	1
fnr	nuoF	1
fnr	nuoE	1
fnr	nuoE	1
fnr	nuoC	1
fnr	nuoC	1
fnr	nuoB	1
fnr	nuoB	1
fnr	nuoA	1
fnr	nuoA	1
fnr	yfbV	1
fnr	yfbV	1
fnr	ackA	1
fnr	ackA	1
fnr	pta	1
fnr	yfcC	1
fnr	yfcC	1
fnr	yfcZ	1
fnr	fadL	1
fnr	fadL	1
fnr	emrY	1
fnr	emrK	1
fnr	yffL	1
fnr	yffL	1
fnr	yffQ	1
fnr	yffQ	1
fnr	yffR	1
fnr	yffR	1
fnr	yffS	1
fnr	yffS	1
fnr	hyfA	1
fnr	hyfB	1
fnr	hyfC	1
fnr	hyfD	1
fnr	hyfE	1
fnr	hyfF	1
fnr	hyfG	1
fnr	hyfH	1
fnr	hyfI	1
fnr	hyfJ	1
fnr	hyfR	1
fnr	focB	1
fnr	upp	1
fnr	uraA	1
fnr	upp	1
fnr	uraA	1
fnr	purM	1
fnr	purM	1
fnr	purN	1
fnr	purN	1
fnr	pdeF	1
fnr	guaA	1
fnr	guaB	1
fnr	xseA	1
fnr	xseA	1
fnr	hmp	1
fnr	grcA	1
fnr	grcA	1
fnr	yfiD	1
fnr	ung	1
fnr	ung	1
fnr	rpsP	1
fnr	rimM	1
fnr	trmD	1
fnr	rplS	1
fnr	norV	1
fnr	norW	1
fnr	hypB	1
fnr	hypC	1
fnr	hypD	1
fnr	hypE	1
fnr	fhlA	1
fnr	ygbA	1
fnr	ygcN	1
fnr	ygcN	1
fnr	ygcO	1
fnr	ygcO	1
fnr	ygcP	1
fnr	ygcP	1
fnr	eno	1
fnr	pyrG	1
fnr	yqcA	1
fnr	truC	1
fnr	yqcC	1
fnr	mltA	1
fnr	mltA	1
fnr	metV	1
fnr	metW	1
fnr	metZ	1
fnr	metV	1
fnr	metW	1
fnr	metZ	1
fnr	xdhA	1
fnr	xdhB	1
fnr	xdhC	1
fnr	gcvP	1
fnr	gcvH	1
fnr	gcvT	1
fnr	speB	1
fnr	speB	1
fnr	speA	1
fnr	speA	1
fnr	yqgB	1
fnr	yqgB	1
fnr	yqgC	1
fnr	yqgD	1
fnr	yqgD	1
fnr	metK	1
fnr	ansB	1
fnr	hybG	1
fnr	hybF	1
fnr	hybE	1
fnr	hybD	1
fnr	hybC	1
fnr	hybB	1
fnr	hybA	1
fnr	hybO	1
fnr	yghW	1
fnr	yqhA	1
fnr	yqhA	1
fnr	yghA	1
fnr	yghB	1
fnr	yghB	1
fnr	yqjI	1
fnr	aer	1
fnr	uxaA	1
fnr	uxaA	1
fnr	uxaA	1
fnr	uxaC	1
fnr	uxaC	1
fnr	uxaC	1
fnr	exuT	1
fnr	exuT	1
fnr	tdcA	1
fnr	tdcB	1
fnr	tdcC	1
fnr	tdcD	1
fnr	tdcE	1
fnr	tdcF	1
fnr	tdcG	1
fnr	tdcR	1
fnr	tdcR	1
fnr	yhaB	1
fnr	yhaB	1
fnr	yhaC	1
fnr	yhaC	1
fnr	garK	1
fnr	garL	1
fnr	garP	1
fnr	garR	1
fnr	rnpB	1
fnr	garK	1
fnr	garL	1
fnr	garP	1
fnr	garR	1
fnr	rnpB	1
fnr	garP	1
fnr	garL	1
fnr	garR	1
fnr	garK	1
fnr	rnpB	1
fnr	garD	1
fnr	garD	1
fnr	yhbS	1
fnr	yhbT	1
fnr	yhbU	1
fnr	yhbV	1
fnr	infB	1
fnr	metY	1
fnr	nusA	1
fnr	pnp	1
fnr	rbfA	1
fnr	rimP	1
fnr	rpsO	1
fnr	truB	1
fnr	argG	1
fnr	argG	1
fnr	leuU	1
fnr	secG	1
fnr	rpmA	1
fnr	rpmA	1
fnr	rplU	1
fnr	rplU	1
fnr	ispB	1
fnr	ispB	1
fnr	yhcC	1
fnr	yhcC	1
fnr	gltB	1
fnr	gltD	1
fnr	gltF	1
fnr	gltB	1
fnr	gltD	1
fnr	gltF	1
fnr	gltB	1
fnr	gltD	1
fnr	gltF	1
fnr	rpsI	1
fnr	rplM	1
fnr	acrE	1
fnr	acrF	1
fnr	rpsQ	1
fnr	rpmC	1
fnr	rplP	1
fnr	rpsC	1
fnr	rplV	1
fnr	rpsS	1
fnr	rplB	1
fnr	rplW	1
fnr	rplD	1
fnr	rplC	1
fnr	rpsJ	1
fnr	nirB	1
fnr	nirB	1
fnr	nirD	1
fnr	nirD	1
fnr	nirC	1
fnr	nirC	1
fnr	cysG	1
fnr	cysG	1
fnr	feoA	1
fnr	feoB	1
fnr	feoC	1
fnr	malQ	1
fnr	malP	1
fnr	asd	1
fnr	asd	1
fnr	yhgN	1
fnr	yhgN	1
fnr	nikA	1
fnr	nikB	1
fnr	nikC	1
fnr	nikD	1
fnr	nikE	1
fnr	nikR	1
fnr	nikA	1
fnr	nikB	1
fnr	nikC	1
fnr	nikD	1
fnr	nikE	1
fnr	nikR	1
fnr	yhiN	1
fnr	yhiN	1
fnr	pitA	1
fnr	pitA	1
fnr	uspB	1
fnr	uspA	1
fnr	uspA	1
fnr	gadX	1
fnr	gadW	1
fnr	gadA	1
fnr	yhjA	1
fnr	bcsZ	1
fnr	bcsB	1
fnr	dppA	1
fnr	dppB	1
fnr	dppC	1
fnr	dppD	1
fnr	dppF	1
fnr	yibN	1
fnr	gpmM	1
fnr	envC	1
fnr	yibQ	1
fnr	recF	1
fnr	dnaN	1
fnr	dnaA	1
fnr	rpmH	1
fnr	rnpA	1
fnr	pstA	1
fnr	pstC	1
fnr	pstS	1
fnr	pstB	1
fnr	phoU	1
fnr	viaA	1
fnr	ravA	1
fnr	kup	1
fnr	kup	1
fnr	ysgA	1
fnr	sodA	1
fnr	katG	1
fnr	katG	1
fnr	ubiC	1
fnr	ubiA	1
fnr	soxS	1
fnr	soxR	1
fnr	acs	1
fnr	actP	1
fnr	yjcH	1
fnr	acs	1
fnr	actP	1
fnr	yjcH	1
fnr	nrfA	1
fnr	nrfA	1
fnr	nrfB	1
fnr	nrfB	1
fnr	nrfC	1
fnr	nrfC	1
fnr	nrfD	1
fnr	nrfD	1
fnr	nrfE	1
fnr	nrfE	1
fnr	nrfF	1
fnr	nrfF	1
fnr	nrfG	1
fnr	nrfG	1
fnr	fdhF	1
fnr	fumB	1
fnr	dcuB	1
fnr	fumB	1
fnr	dcuR	1
fnr	dcuS	1
fnr	cadC	1
fnr	aspA	1
fnr	dcuA	1
fnr	yjeH	1
fnr	yjeH	1
fnr	groS	1
fnr	groL	1
fnr	frdD	1
fnr	frdD	1
fnr	frdC	1
fnr	frdC	1
fnr	frdB	1
fnr	frdB	1
fnr	frdA	1
fnr	frdA	1
fnr	poxA	1
fnr	poxA	1
fnr	yjeT	1
fnr	purA	1
fnr	ytfE	1
fnr	nrdG	1
fnr	nrdG	1
fnr	nrdD	1
fnr	nrdD	1
fnr	iraD	1
fnr	hsdS	1
fnr	hsdM	1
fnr	hsdR	1
fnr	mrr	1
fnr	mrr	1
fnr	fhuF	1
fnr	leuV	1
fnr	leuP	1
fnr	leuQ	1
fnr	arcA	1
fnr	arcA	1
fnr	arcA	1
fnr	arcA	1
fnr	yjjY	1
fnr	yjjY	1
fnr	csrB	1
fnr	ybdZ	1
fnr	ynfO	1
fnr	ynfO	1
fnr	arnE	1
fnr	yjjZ	1
fnr	yjjZ	1
fnr	yncL	1
fnr	yncL	1
fnr	fnrS	1
fnr	fnrS	1
fnr	fnrS	1
feaR	feaB	1
feaR	tynA	1
paaX	paaZ	1
paaX	paaA	1
paaX	paaB	1
paaX	paaC	1
paaX	paaD	1
paaX	paaE	1
paaX	paaF	1
paaX	paaG	1
paaX	paaH	1
paaX	paaI	1
paaX	paaJ	1
paaX	paaK	1
paaX	paaX	1
paaX	paaY	1
sutR	sutR	1
sutR	fliA	1
sutR	fliZ	1
sutR	tcyJ	1
sutR	cysE	1
mcbR	mcbA	1
mcbR	yciE	1
mcbR	yciF	1
mcbR	yciG	1
ydeO	gadF	1
ydeO	hyaA	1
ydeO	hyaB	1
ydeO	hyaC	1
ydeO	hyaD	1
ydeO	hyaE	1
ydeO	hyaF	1
ydeO	appC	1
ydeO	appB	1
ydeO	appX	1
ydeO	appA	1
ydeO	ydeO	1
ydeO	safA	1
ydeO	slp	1
ydeO	dctR	1
ydeO	gadE	1
ydeO	gadE	1
ydeO	gadF	1
ydeO	mdtE	1
ydeO	mdtF	1
ydeO	gadW	1
ydeO	yiiS	1
ydeO	uspD	1
hipA;hipB	hipA	1
hipA;hipB	hipB	1
hipA;hipB	mazF	1
hipA;hipB	mazE	1
hipA;hipB	relA	1
hipB	hipA	1
hipB	hipB	1
hipB	mazF	1
hipB	mazE	1
hipB	relA	1
hipB	fadH	1
lsrR	lsrR	1
lsrR	lsrK	1
lsrR	lsrA	1
lsrR	lsrC	1
lsrR	lsrD	1
lsrR	lsrB	1
lsrR	lsrF	1
lsrR	lsrG	1
lsrR	tam	1
marR	marR	1
marR	marA	1
marR	marB	1
marA	decR	1
marA	acrA	1
marA	acrB	1
marA	nfsB	1
marA	acrZ	1
marA	ybjC	1
marA	nfsA	1
marA	rimK	1
marA	ybjN	1
marA	poxB	1
marA	pqiA	1
marA	pqiB	1
marA	putA	1
marA	acnA	1
marA	yncE	1
marA	marR	1
marA	marA	1
marA	marB	1
marA	fumC	1
marA	zwf	1
marA	nfo	1
marA	inaA	1
marA	tolC	1
marA	ygiA	1
marA	ygiB	1
marA	ygiC	1
marA	slp	1
marA	dctR	1
marA	hdeA	1
marA	hdeB	1
marA	yhiD	1
marA	waaY	1
marA	waaZ	1
marA	sodA	1
marA	fpr	1
marA	purA	1
marA	rob	1
marA	micF	1
relB	hokD	1
relB	relE	1
relB	relB	1
dicA	ydfW	1
dicA	ydfX	1
dicA	dicC	1
dicA	dicB	1
dicA	ydfD	1
dicA	ydfE	1
dicA	insD	1
dicA	intQ	1
mlc	ptsG	1
mlc	ynfK	1
mlc	mlc	1
mlc	manX	1
mlc	manY	1
mlc	manZ	1
mlc	ptsH	1
mlc	ptsI	1
mlc	crr	1
mlc	malT	1
rstA	ompF	1
rstA	csgG	1
rstA	csgF	1
rstA	csgE	1
rstA	csgD	1
rstA	narG	1
rstA	narH	1
rstA	narJ	1
rstA	narI	1
rstA	asr	1
uidR	uidC	1
uidR	uidB	1
uidR	uidA	1
uidR	uidR	1
malI	malI	1
malI	malX	1
malI	malY	1
slyA	hlyE	1
nemR	nemR	1
nemR	nemA	1
nemR	gloA	1
purR	carA	1
purR	carB	1
purR	carA	1
purR	carB	1
purR	carA	1
purR	carB	1
purR	codB	1
purR	codA	1
purR	codB	1
purR	codA	1
purR	codB	1
purR	codA	1
purR	purK	1
purR	purK	1
purR	purK	1
purR	purE	1
purR	purE	1
purR	purE	1
purR	pyrD	1
purR	pyrD	1
purR	pyrD	1
purR	pyrC	1
purR	purB	1
purR	purB	1
purR	hflD	1
purR	purB	1
purR	prs	1
purR	purR	1
purR	purT	1
purR	cvpA	1
purR	purF	1
purR	ubiX	1
purR	cvpA	1
purR	purF	1
purR	ubiX	1
purR	cvpA	1
purR	purF	1
purR	ubiX	1
purR	purC	1
purR	purC	1
purR	purC	1
purR	purM	1
purR	purM	1
purR	purM	1
purR	purN	1
purR	purN	1
purR	purN	1
purR	guaB	1
purR	guaA	1
purR	guaB	1
purR	guaA	1
purR	guaB	1
purR	guaA	1
purR	glyA	1
purR	glnB	1
purR	purL	1
purR	purL	1
purR	purL	1
purR	gcvP	1
purR	gcvH	1
purR	gcvT	1
purR	speA	1
purR	speB	1
purR	xanP	1
purR	xanP	1
purR	purD	1
purR	purD	1
purR	purH	1
purR	purH	1
purR	purA	1
purR	pyrI	1
purR	pyrI	1
purR	pyrB	1
purR	pyrB	1
purR	pyrL	1
purR	pyrL	1
